tour_id;start;end;distance;up;down;min;max;title;subtitle;difficulty;time_ascent;ascent;time_descent;descent;link;map;description
40831;"46.6730306925257;8.858241560453394";"46.63636010094487;8.883461053576715";7.41 km;1'265 m;304 m;1'331 m;2'477 m;Von Curaglia über den Piz Ault;Medelserhütte SAC 2524 m;T3;5:30 h; 1800 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/mountain-hiking/von-curaglia-ueber-den-piz-ault-40831/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/berg-und-alpinwandern/von-curaglia-ueber-den-piz-ault-40831/;Ab Curaglia (1332 m) auf steilem Bergweg, nur kurz auf der Forststrasse zur Verbauungshütte bei P. 1973. Weiter erst sanft dem Grat entlang, dann steiler zum Piz Ault Nordgipfel P. 2470. Nun folgt die als Bergwanderweg markierte Route, ein mancherorts unterbrochener Pfad, mit nur unbedeutenden Abweichungen dem Grat zum Südgipfel P. 2479 m und weiter über einige Erhebungen hinunter in die Fuorcla dalla Buora (2291 m).
208;"46.69078801558395;8.956756607010542";"46.64053652287083;8.913876533061739";12.11 km;1'493 m;274 m;1'305 m;2'524 m;Von Tenigerbad durch die Val Lavaz;Medelserhütte SAC 2524 m;T3;5:15 h; 1500 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/mountain-hiking/von-tenigerbad-durch-die-val-lavaz-208/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/berg-und-alpinwandern/von-tenigerbad-durch-die-val-lavaz-208/;Ab Tenigerbad (1305 m) benutzt die markierte Route zunächst teilweise das Alpsträsschen im Zickzack in die Val Vallesa, steigt dann steil hinauf zum Gratkamm beiund quert dann zur Alp Rentiert Davon. Von der Alp Rentiert setzt sich der Weg mit Auf und Ab von einer Weideterrasse zur nächsten fort, biegt auf der Alp Rentiert Dadens ins Val Lavaz ein und erreicht über Stavelatsch (2329 m) die Hütte.
3174;"46.67303069252567;8.858241560453381";"46.640544104589885;8.913781937300573";7.56 km;1'213 m;20 m;1'331 m;2'525 m;From Curaglia (Normal route);Medelserhütte SAC 2524 m;PD+;4 h; 1200 m;NE; SW;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/medelserhuette-sac-2147000168/ski-touring/from-curaglia-3174/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/medelserhuette-sac-2147000168/skitouren/von-curaglia-3174/;From Curaglia (1334 m) head to the eastern end of the village, then follow the mountain road round into Val Plattas at P. 1596. Follow the west side of Rein da Plattas along the valley to Alp Sura (1980 m). The steep slopes that the summer path crosses at 1900 m can be avoided via the summit of Marschs P. 2052. The Alp Sura can also be reached, in safe conditions, via the east side of the Rein da Plattas. Follow the valley round to the east into a broad depression at the foot of the Sut Glatscher rocks, climb up to a narrowing (Fuorcla Pintga), pass through this steep gash (30 °), then continue more easily up to the Fuorcla da Lavaz (pass). Turn left to the hut.
40829;"46.64045136841531;8.913693385785967";"46.65151186660764;8.904430638393046";1.79 km;455 m;47 m;2'498 m;2'931 m;Von der Medelserhütte über den Südgrat;Piz Caschleglia 2935 m;T4;1:30 h; 500 m;1 h; 500 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-caschleglia-307/mountain-hiking/von-der-medelserhuette-ueber-den-suedgrat-40829/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/piz-caschleglia-307/berg-und-alpinwandern/von-der-medelserhuette-ueber-den-suedgrat-40829/;"Von der Camona da Medel CAS (2524 m) auf dem markierten Bergwanderweg gegen Nordosten. Nach rund 10 Minuten wird das Gelände flacher und man verlässt den Bergweg bei einer roten Markierung an Steinblock mit Steinmann nach links, hinauf zum Rasenplateau bei der flachen Senke P. 2588 m. Nun auf Wegspuren dem Grat entlang bis zum südlichen Vorgipfel. Ab hier wird die Route exponierter; kurzer Abstieg zwischen Blöcken (Eisenklammern) und den Gipfelaufbau von rechts nach links (Pfeil, Markierungen, Ketten) in plattigem Gelände ersteigen. Abstieg auf der gleichen Route."
40823;"46.69078732941076;7.765409358484014";"46.722510109536756;7.7799506679877615";5.40 km;293 m;158 m;1'104 m;1'257 m;Bärenpfad;Niederhorn 1963 m;T4;3:30–4:30 h; 940 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/niederhorn-1293/mountain-hiking/baerenpfad-40823/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/niederhorn-1293/berg-und-alpinwandern/baerenpfad-40823/;Von der Talstation der Niederhornbahn ca. 50 Minuten auf der Strasse abwärts Richtung Grön/Justistal . Von Grön weitere ca. 30 Minuten auf der Strasse talaufwärts bis zum Püfelberg. Wenige Meter nach der Abzweigung, die zur Alphütte Püfel führt, erkennt man rechts (östlich) am Waldrand den Beginn des Bärenpfades.
40828;"46.84316625513454;8.60704061144393";"46.84307614706089;8.607150249947285";0.01 km;0 m;0 m;1'529 m;1'529 m;Von der Bergstation Brüsti;Berggasthaus Brüsti 1530 m;T1;na;na;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berggasthaus-bruesti-2140485050/mountain-hiking/von-der-bergstation-bruesti-40828/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/berggasthaus-bruesti-2140485050/berg-und-alpinwandern/von-der-bergstation-bruesti-40828/;Zur einen Türe raus, zur anderen rein. So kurz wie fein.
6667;"46.33787268135043;6.851766614576334";"46.332572126073295;6.784603506703537";7.48 km;1'409 m;25 m;1'046 m;2'430 m;De Miex par le vallon de Verne;Les Cornettes de Bise 2431 m;T3;4:15 h; 1385 m;2:30 h; 1385 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/les-cornettes-de-bise-187/mountain-hiking/de-miex-par-le-vallon-de-verne-6667/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/les-cornettes-de-bise-187/berg-und-alpinwandern/von-miex-durch-das-vallon-de-verne-6667/;De Le Flon après Miex, suivre la route en terre battue du Lac de Taney. Peu après la première épingle, emprunter à gauche dans la forêt, le sentier de Plan de l’Ortie. Continuer sur la route d’alpage dans le fond du vallon, par En Verne et Le Cœur. Une dernière pente avec un bon sentier permet de gagner le col de Verne (1813 m). Du col, gravir le raide pâturage de La Calaz. Au chalet (2064 m), traverser en direction des Rochers de Chaudin (P. 2113), puis par des lapiaz monter au col 2255 m. Suivre intégralement l’itinéraire balisé jusqu’au sommet, en escaladant facilement un court ressaut rocheux.
40817;"46.330796417488024;6.7658272551217555";"46.332571638514736;6.784604034257461";3.31 km;1'048 m;120 m;1'502 m;2'430 m;Par le couloir de Séraukin;Les Cornettes de Bise 2431 m;T4;2:45–3:15 h; 1000 m;1:30–2 h; 1000 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/les-cornettes-de-bise-187/mountain-hiking/par-le-couloir-de-seraukin-40817/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/les-cornettes-de-bise-187/berg-und-alpinwandern/durch-das-couloir-de-seraukin-40817/;Du refuge de Bise (1502 m), un bon sentier grimpe en zigzag vers les Cornettes, puis oblique à droite sous les parois et débouche au Pas de la Bosse. Ensuite prendre au SE un sentier horizontal pour atteindre un large couloir, c'est le couloir Séraukin. Le sentier remonte cette pente et grimpe bientôt en zigzag sur une sorte de vire ascendante au pied de la falaise de l'arête SW. Au haut d'une zone rocailleuse, il franchit une vague cheminée et une crête pour arriver à la brèche de Séraukin: petite plate-forme dominant le site de Bise. Apres une brève traversée sur le versant S de La Chapelle (à noter que quelques spits sont en place pour sécuriser des passages au cas où il resterait des bouts de névés), gravir un escalier naturel menant sur l'arête SW. La sente suit plus ou moins cette crête puis continue de niveau à droite et au-dessus d'un grand cirque rocheux. Dès que le sommet est en vue, elle monte directement vers celui-ci dans une pente d'herbe et de lapiaz.
40815;"46.920528019520205;9.355494018617552";"46.92009101953727;9.330192018570983";2.39 km;393 m;8 m;1'340 m;1'728 m;Von St. Martin oder Gigerwald;Schräawislihütte 1732 m;T2;1:15 h; 400 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schraeawislihuette-2147000242/mountain-hiking/von-st-martin-oder-gigerwald-40815/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/schraeawislihuette-2147000242/berg-und-alpinwandern/von-st-martin-oder-gigerwald-40815/;Vom Parkplatz St. Martin dem Bergwanderweg südlich der Tamina (nicht dem Fahrsträsschen gegenüber!) entlang in Richtung Tüfwald. Eine kurze Waldpassage und ein letzter Aufstieg über Alpweiden führen zur Schräawislihütte.
40768;"46.10040001977194;7.559690015431802";"46.10682465984382;7.578523923320627";2.72 km;4 m;520 m;2'349 m;2'866 m;Du Val de Moiry (versant E);Col du Tsaté 2868 m;T3;2 h; 530 m;1 h; 530 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/col-du-tsate-4393/mountain-hiking/du-val-de-moiry-versant-e-40768/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/col-du-tsate-4393/berg-und-alpinwandern/vom-val-de-moiry-e-seite-40768/;De l'extrémité de la route du val de Moiry (Lac de Châteaupré, 2352 m), monter au P. 2388 par un beau sentier en direction NW. Du P. 2388, atteindre le Lac de la Bayenna (2548 m) par quelques lacets et une pente gazonnée. Puis remonter la combe, progressivement plus escarpée, et atteindre au col par des gazons et des éboulis (2868 m). Montée 2h, T3.
255;"46.099971527100664;7.781784534165895";"46.09310152713882;7.7702695341623";2.68 km;591 m;24 m;1'399 m;1'977 m;From Randa via Alp Jatz or the Schatzplatte (Normal route);Weisshornhütte SAC 2932 m;T2;4:30 h; 1540 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/weisshornhuette-sac-2147000290/mountain-hiking/from-randa-via-alp-jatz-or-the-schatzplatte-255/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/weisshornhuette-sac-2147000290/berg-und-alpinwandern/von-randa-ueber-alp-jatz-oder-schatzplatte-255/;From Randa (1409 m, train station) cross under the viaduct and over the bridge (P. 1404). Pass the houses of Eie, cross the stream of the Schusslauizug and ascend via several long zigzags to a first rocky pulpit at 1570 m. Cross the Schusslauibach again and climb southwards through forest up to a cliff edge which is followed NW to P. 1963. Turn south again and reach Rötiboden (1977 m, turn-off to the variant via Schatzplatte). 2 1⁄2 hours.
40799;"46.06756391613001;7.775724691609677";"46.072683435675685;7.762825121428824";3.77 km;819 m;12 m;1'438 m;2'246 m;Abenteuerzustieg von Täsch (Alaska-Trail);Weisshornhütte SAC 2932 m;T4;5:30 h; 1700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/weisshornhuette-sac-2147000290/mountain-hiking/abenteuerzustieg-von-taesch-alaska-trail-40799/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/weisshornhuette-sac-2147000290/berg-und-alpinwandern/abenteuerzustieg-von-taesch-alaska-trail-40799/;Vom Täsch aus überqueren wir die Matter Vispa über die Brücke südlich des Bahnhofs. Wir folgen dem Fahrweg ca. 200 m nordwärts, bis der gut ausgeschilderte Felsenweg zum Arigscheis nach links abzweigt. In angenehmen Kehren durch lichte Arvenwälder, später zum Teil recht ausgesetzt mit Leitern und Treppen über Felsstufen hinweg gelangen wir zum Aussichtspunkt Arigscheis P. 2244 m. Bänke, Tische und die Aussicht auf die Mischabelgruppe laden zum Verweilen ein. (2 ½ Std.)
40790;"46.37457343866746;10.03128940544463";"46.374858221510436;10.033907685337024";0.40 km;61 m;1 m;2'090 m;2'151 m;Von der Alp Grüm;Casa Alpina Belvedere 2198 m;T1;0:15 h; 60 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/casa-alpina-belvedere-2147482434/mountain-hiking/von-der-alp-gruem-40790/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/casa-alpina-belvedere-2147482434/berg-und-alpinwandern/von-der-alp-gruem-40790/;Man folgt dem gut ausgebauten Wanderweg ostwärts, überquert die Geleise und steigt in zwei, drei Serpentinen zur aussichtsreich gelegenen Casa Alpina Belvedere hinauf.
1010;;;5.29 km;1'210 m;285 m;850 m;2'003 m;;;;;;;;;;
1011;;;1.81 km;91 m;255 m;660 m;897 m;;;;;;;;;;
1019;;;2.61 km;965 m;35 m;2'138 m;3'070 m;;;;;;;;;;
102;;;7.42 km;872 m;54 m;1'416 m;2'234 m;;;;;;;;;;
1022;;;4.12 km;649 m;30 m;1'475 m;2'113 m;;;;;;;;;;
1044;;;3.23 km;882 m;5 m;1'947 m;2'825 m;;;;;;;;;;
105;;;7.05 km;275 m;51 m;1'767 m;1'999 m;;;;;;;;;;
106;;;8.90 km;304 m;392 m;2'519 m;2'754 m;;;;;;;;;;
1098;;;5.84 km;929 m;20 m;1'084 m;2'001 m;;;;;;;;;;
1099;;;6.48 km;1'052 m;123 m;1'390 m;2'382 m;;;;;;;;;;
11;;;5.07 km;1'473 m;115 m;944 m;2'410 m;;;;;;;;;;
111;;;5.04 km;623 m;23 m;1'896 m;2'496 m;;;;;;;;;;
114;;;4.03 km;549 m;14 m;2'006 m;2'541 m;;;;;;;;;;
115;;;8.11 km;746 m;46 m;1'826 m;2'541 m;;;;;;;;;;
1150;;;7.50 km;985 m;37 m;1'183 m;2'139 m;;;;;;;;;;
1151;;;5.99 km;809 m;312 m;1'900 m;2'402 m;;;;;;;;;;
117;;;6.70 km;270 m;49 m;1'768 m;1'995 m;;;;;;;;;;
12;;;6.48 km;1'218 m;4 m;797 m;2'011 m;;;;;;;;;;
1218;;;4.57 km;1'360 m;10 m;777 m;2'128 m;;;;;;;;;;
1219;;;6.16 km;1'410 m;115 m;830 m;2'198 m;;;;;;;;;;
1222;;;4.05 km;530 m;7 m;1'132 m;1'659 m;;;;;;;;;;
1225;;;7.65 km;1'379 m;32 m;979 m;2'342 m;;;;;;;;;;
1227;;;4.18 km;250 m;10 m;1'527 m;1'773 m;;;;;;;;;;
1228;;;5.56 km;463 m;33 m;831 m;1'264 m;;;;;;;;;;
123;;;2.01 km;662 m;6 m;2'493 m;3'152 m;;;;;;;;;;
1233;;;4.70 km;858 m;33 m;1'584 m;2'427 m;;;;;;;;;;
1234;;;4.52 km;758 m;239 m;1'815 m;2'334 m;;;;;;;;;;
1237;;;4.75 km;532 m;167 m;1'937 m;2'455 m;;;;;;;;;;
1239;;;5.91 km;1'018 m;61 m;959 m;1'935 m;;;;;;;;;;
124;;;5.33 km;907 m;11 m;1'421 m;2'328 m;;;;;;;;;;
1240;;;6.43 km;966 m;22 m;1'158 m;2'107 m;;;;;;;;;;
1242;;;4.22 km;410 m;63 m;1'579 m;1'933 m;;;;;;;;;;
1246;;;6.91 km;1'575 m;8 m;778 m;2'346 m;;;;;;;;;;
1247;;;1.39 km;189 m;1 m;1'936 m;2'124 m;;;;;;;;;;
1249;;;3.81 km;380 m;96 m;1'671 m;1'989 m;;;;;;;;;;
125;;;11.13 km;1'160 m;757 m;1'924 m;2'809 m;;;;;;;;;;
1252;;;6.24 km;540 m;20 m;994 m;1'514 m;;;;;;;;;;
1253;;;4.84 km;596 m;77 m;994 m;1'521 m;;;;;;;;;;
1257;;;1.47 km;301 m;20 m;2'685 m;2'966 m;;;;;;;;;;
1262;;;4.82 km;459 m;81 m;2'164 m;2'550 m;;;;;;;;;;
1263;;;6.72 km;795 m;6 m;980 m;1'773 m;;;;;;;;;;
1265;;;2.61 km;421 m;26 m;1'768 m;2'166 m;;;;;;;;;;
1267;;;7.86 km;305 m;143 m;2'161 m;2'390 m;;;;;;;;;;
1268;;;3.08 km;311 m;33 m;2'429 m;2'707 m;;;;;;;;;;
1269;;;1.69 km;428 m;0 m;2'279 m;2'707 m;;;;;;;;;;
127;;;5.69 km;897 m;0 m;1'697 m;2'593 m;;;;;;;;;;
1271;;;2.38 km;466 m;19 m;1'667 m;2'115 m;;;;;;;;;;
1274;;;2.58 km;238 m;7 m;1'862 m;2'094 m;;;;;;;;;;
1277;;;1.66 km;365 m;0 m;2'427 m;2'792 m;;;;;;;;;;
128;;;4.75 km;372 m;32 m;2'253 m;2'593 m;;;;;;;;;;
1285;;;3.36 km;482 m;19 m;1'924 m;2'388 m;;;;;;;;;;
1286;;;8.63 km;635 m;30 m;1'436 m;2'041 m;;;;;;;;;;
1288;;;13.64 km;922 m;1'506 m;1'338 m;2'790 m;;;;;;;;;;
1289;;;6.47 km;776 m;115 m;1'825 m;2'564 m;;;;;;;;;;
1290;;;5.38 km;862 m;13 m;1'998 m;2'847 m;;;;;;;;;;
1291;;;5.31 km;68 m;981 m;2'036 m;2'953 m;;;;;;;;;;
1292;;;12 km;748 m;798 m;2'036 m;2'776 m;;;;;;;;;;
1293;;;6.26 km;690 m;787 m;2'096 m;2'653 m;;;;;;;;;;
1296;;;4.05 km;650 m;20 m;1'392 m;2'031 m;;;;;;;;;;
1297;;;11.02 km;1'268 m;66 m;830 m;2'032 m;;;;;;;;;;
13;;;9.50 km;666 m;242 m;1'591 m;2'041 m;;;;;;;;;;
130;;;12.34 km;957 m;121 m;1'815 m;2'651 m;;;;;;;;;;
1300;;;4.84 km;773 m;8 m;1'526 m;2'292 m;;;;;;;;;;
1301;;;5.11 km;230 m;181 m;2'291 m;2'400 m;;;;;;;;;;
1303;;;2.79 km;532 m;44 m;2'649 m;3'163 m;;;;;;;;;;
1309;;;9.23 km;1'369 m;56 m;1'591 m;2'909 m;;;;;;;;;;
131;;;2.16 km;3 m;412 m;2'614 m;3'023 m;;;;;;;;;;
1310;;;5.67 km;591 m;11 m;1'517 m;2'097 m;;;;;;;;;;
1312;;;5.09 km;623 m;111 m;1'784 m;2'325 m;;;;;;;;;;
1313;;;4.49 km;796 m;22 m;1'802 m;2'583 m;;;;;;;;;;
1317;;;4.90 km;288 m;105 m;2'147 m;2'351 m;;;;;;;;;;
132;;;5.38 km;806 m;58 m;2'203 m;2'981 m;;;;;;;;;;
1326;;;12.80 km;996 m;461 m;1'981 m;2'632 m;;;;;;;;;;
1346;;;3.90 km;854 m;39 m;2'147 m;2'966 m;;;;;;;;;;
1347;;;4.85 km;940 m;22 m;1'659 m;2'597 m;;;;;;;;;;
1351;;;2.49 km;540 m;10 m;2'497 m;3'029 m;;;;;;;;;;
1352;;;4.62 km;974 m;7 m;1'722 m;2'688 m;;;;;;;;;;
1353;;;4.11 km;739 m;6 m;1'106 m;1'839 m;;;;;;;;;;
1354;;;6.57 km;531 m;672 m;1'822 m;2'456 m;;;;;;;;;;
1359;;;8.59 km;1'328 m;97 m;1'355 m;2'663 m;;;;;;;;;;
1360;;;na;na;na;na;na;;;;;;;;;;
1361;;;11.33 km;1'527 m;22 m;1'429 m;2'934 m;;;;;;;;;;
1367;;;5.33 km;954 m;2 m;813 m;1'766 m;;;;;;;;;;
1368;;;6.85 km;788 m;125 m;1'102 m;1'778 m;;;;;;;;;;
1369;;;3.66 km;795 m;0 m;701 m;1'496 m;;;;;;;;;;
1370;;;6.86 km;1'488 m;23 m;1'827 m;3'292 m;;;;;;;;;;
1379;;;0.77 km;63 m;11 m;1'441 m;1'504 m;;;;;;;;;;
1380;;;2.94 km;600 m;28 m;1'325 m;1'914 m;;;;;;;;;;
1381;;;3.84 km;682 m;5 m;1'221 m;1'898 m;;;;;;;;;;
1382;;;4.09 km;951 m;16 m;1'401 m;2'349 m;;;;;;;;;;
1384;;;4.28 km;782 m;38 m;1'489 m;2'235 m;;;;;;;;;;
1388;;;6.08 km;840 m;40 m;2'009 m;2'813 m;;;;;;;;;;
14;;;2.27 km;240 m;4 m;2'097 m;2'333 m;;;;;;;;;;
140;;;3.08 km;44 m;608 m;1'975 m;2'561 m;;;;;;;;;;
1400;;;4.65 km;649 m;69 m;2'092 m;2'695 m;;;;;;;;;;
141;;;9.47 km;1'266 m;94 m;996 m;2'253 m;;;;;;;;;;
142;;;7.10 km;1'045 m;164 m;1'354 m;2'376 m;;;;;;;;;;
1420;;;4.22 km;1'197 m;23 m;1'407 m;2'582 m;;;;;;;;;;
1421;;;4.20 km;981 m;28 m;1'783 m;2'757 m;;;;;;;;;;
1423;;;3.05 km;662 m;27 m;1'945 m;2'603 m;;;;;;;;;;
1425;;;7.56 km;911 m;29 m;1'511 m;2'393 m;;;;;;;;;;
1429;;;2.17 km;106 m;58 m;2'530 m;2'616 m;;;;;;;;;;
143;;;3.06 km;303 m;120 m;1'169 m;1'466 m;;;;;;;;;;
1448;;;10.76 km;955 m;65 m;1'171 m;2'061 m;;;;;;;;;;
1449;;;9.06 km;989 m;305 m;1'376 m;2'320 m;;;;;;;;;;
1452;;;6.70 km;989 m;611 m;1'946 m;2'833 m;;;;;;;;;;
1467;;;7.19 km;580 m;200 m;1'910 m;2'340 m;;;;;;;;;;
1468;;;4.32 km;880 m;1 m;901 m;1'780 m;;;;;;;;;;
1469;;;8.13 km;577 m;388 m;2'160 m;2'610 m;;;;;;;;;;
147;;;2.70 km;301 m;3 m;1'809 m;2'108 m;;;;;;;;;;
148;;;7.11 km;619 m;25 m;1'655 m;2'249 m;;;;;;;;;;
1482;;;4.74 km;551 m;360 m;1'513 m;1'828 m;;;;;;;;;;
1489;;;6 km;803 m;62 m;1'765 m;2'506 m;;;;;;;;;;
1490;;;7.08 km;1'025 m;299 m;1'778 m;2'647 m;;;;;;;;;;
1491;;;5.09 km;845 m;102 m;1'171 m;1'914 m;;;;;;;;;;
1493;;;1.53 km;358 m;3 m;1'325 m;1'682 m;;;;;;;;;;
1506;;;4.70 km;960 m;15 m;1'105 m;2'052 m;;;;;;;;;;
1511;;;2.86 km;753 m;5 m;1'360 m;2'108 m;;;;;;;;;;
1521;;;6.12 km;191 m;704 m;1'786 m;2'382 m;;;;;;;;;;
1523;;;8.47 km;1'396 m;281 m;957 m;2'314 m;;;;;;;;;;
1524;;;6.37 km;1'177 m;52 m;923 m;2'070 m;;;;;;;;;;
1539;;;0.91 km;205 m;0 m;1'635 m;1'840 m;;;;;;;;;;
1548;;;6.45 km;841 m;14 m;976 m;1'804 m;;;;;;;;;;
155;;;5.79 km;351 m;273 m;1'791 m;2'111 m;;;;;;;;;;
1573;;;5.37 km;1'196 m;51 m;1'537 m;2'688 m;;;;;;;;;;
1574;;;6.23 km;1'323 m;6 m;1'373 m;2'690 m;;;;;;;;;;
1588;;;2.78 km;443 m;3 m;1'262 m;1'702 m;;;;;;;;;;
16;;;2.72 km;40 m;394 m;2'220 m;2'574 m;;;;;;;;;;
1615;;;2.93 km;445 m;6 m;1'103 m;1'543 m;;;;;;;;;;
1617;;;4.95 km;832 m;29 m;1'106 m;1'908 m;;;;;;;;;;
1618;;;5.02 km;650 m;0 m;863 m;1'513 m;;;;;;;;;;
1628;;;3.58 km;773 m;15 m;1'113 m;1'870 m;;;;;;;;;;
1629;;;4.90 km;1'047 m;27 m;718 m;1'739 m;;;;;;;;;;
1630;;;8.59 km;1'279 m;24 m;721 m;1'994 m;;;;;;;;;;
1631;;;8.69 km;1'278 m;24 m;721 m;1'994 m;;;;;;;;;;
1643;;;2.53 km;566 m;1 m;1'366 m;1'930 m;;;;;;;;;;
1645;;;4.29 km;828 m;42 m;923 m;1'742 m;;;;;;;;;;
1646;;;7.11 km;945 m;99 m;993 m;1'839 m;;;;;;;;;;
1647;;;5.23 km;1'108 m;22 m;1'016 m;2'102 m;;;;;;;;;;
1648;;;4.91 km;652 m;40 m;1'059 m;1'671 m;;;;;;;;;;
1649;;;4.32 km;780 m;8 m;1'047 m;1'820 m;;;;;;;;;;
1656;;;3.95 km;695 m;13 m;1'016 m;1'699 m;;;;;;;;;;
1657;;;4.41 km;518 m;14 m;1'505 m;2'008 m;;;;;;;;;;
1658;;;10.90 km;890 m;114 m;814 m;1'632 m;;;;;;;;;;
1659;;;4.26 km;697 m;45 m;684 m;1'341 m;;;;;;;;;;
1660;;;4.23 km;327 m;14 m;666 m;983 m;;;;;;;;;;
1661;;;4.80 km;473 m;56 m;787 m;1'205 m;;;;;;;;;;
1662;;;5.89 km;761 m;40 m;1'969 m;2'690 m;;;;;;;;;;
1686;;;2.54 km;598 m;12 m;1'314 m;1'900 m;;;;;;;;;;
1687;;;9.91 km;1'138 m;511 m;1'278 m;2'280 m;;;;;;;;;;
1708;;;5.65 km;241 m;51 m;1'793 m;1'983 m;;;;;;;;;;
1711;;;8.08 km;352 m;285 m;1'911 m;2'220 m;;;;;;;;;;
1713;;;5.34 km;682 m;18 m;1'204 m;1'868 m;;;;;;;;;;
1715;;;8.37 km;548 m;597 m;1'868 m;2'434 m;;;;;;;;;;
1720;;;8.51 km;1'069 m;83 m;1'217 m;2'245 m;;;;;;;;;;
1722;;;2.80 km;346 m;83 m;1'083 m;1'400 m;;;;;;;;;;
1723;;;3.77 km;552 m;35 m;830 m;1'357 m;;;;;;;;;;
1731;;;3.37 km;566 m;46 m;1'952 m;2'508 m;;;;;;;;;;
1757;;;7.56 km;1'249 m;35 m;781 m;1'999 m;;;;;;;;;;
1761;;;4.75 km;856 m;85 m;1'217 m;2'066 m;;;;;;;;;;
1762;;;8.78 km;2'036 m;262 m;289 m;2'259 m;;;;;;;;;;
1763;;;4.97 km;812 m;25 m;837 m;1'637 m;;;;;;;;;;
1764;;;4.88 km;1'048 m;29 m;718 m;1'739 m;;;;;;;;;;
1765;;;8.61 km;1'216 m;51 m;721 m;1'905 m;;;;;;;;;;
1767;;;2.73 km;645 m;4 m;775 m;1'420 m;;;;;;;;;;
1771;;;6.09 km;978 m;63 m;773 m;1'712 m;;;;;;;;;;
1772;;;2.77 km;782 m;28 m;889 m;1'643 m;;;;;;;;;;
1773;;;7.76 km;1'437 m;132 m;892 m;2'197 m;;;;;;;;;;
1774;;;3.56 km;400 m;69 m;993 m;1'348 m;;;;;;;;;;
1777;;;4.64 km;641 m;28 m;1'059 m;1'671 m;;;;;;;;;;
1778;;;4.41 km;731 m;5 m;880 m;1'606 m;;;;;;;;;;
1779;;;1.67 km;165 m;54 m;1'566 m;1'722 m;;;;;;;;;;
1780;;;4.35 km;531 m;11 m;883 m;1'404 m;;;;;;;;;;
1781;;;9.37 km;1'434 m;78 m;816 m;2'173 m;;;;;;;;;;
1786;;;3.23 km;510 m;8 m;973 m;1'480 m;;;;;;;;;;
1787;;;5.38 km;773 m;176 m;873 m;1'614 m;;;;;;;;;;
1789;;;2.71 km;464 m;25 m;745 m;1'193 m;;;;;;;;;;
1826;;;1.24 km;201 m;105 m;2'065 m;2'264 m;;;;;;;;;;
1858;;;5.62 km;804 m;1 m;1'300 m;2'104 m;;;;;;;;;;
1864;;;2.81 km;578 m;0 m;876 m;1'454 m;;;;;;;;;;
1874;;;2.58 km;317 m;2 m;1'288 m;1'605 m;;;;;;;;;;
1878;;;1.72 km;57 m;35 m;1'013 m;1'056 m;;;;;;;;;;
1880;;;3.42 km;948 m;8 m;1'545 m;2'485 m;;;;;;;;;;
1881;;;6.17 km;1'245 m;2 m;1'340 m;2'584 m;;;;;;;;;;
1882;;;4.17 km;375 m;28 m;1'271 m;1'632 m;;;;;;;;;;
1889;;;6.53 km;1'222 m;8 m;796 m;2'011 m;;;;;;;;;;
1891;;;3.92 km;754 m;29 m;1'605 m;2'330 m;;;;;;;;;;
19;;;5.76 km;321 m;154 m;1'782 m;1'980 m;;;;;;;;;;
192;;;5.33 km;983 m;4 m;1'405 m;2'386 m;;;;;;;;;;
193;;;10.29 km;1'440 m;38 m;973 m;2'386 m;;;;;;;;;;
194;;;4.54 km;474 m;1 m;503 m;977 m;;;;;;;;;;
195;;;5.51 km;831 m;5 m;1'315 m;2'143 m;;;;;;;;;;
1971;;;2.49 km;524 m;1 m;1'163 m;1'687 m;;;;;;;;;;
