tour_id,start,end,distance_clean,ascent_clean,descent_clean,time_ascent_clean,time_descent_clean,difficulty,difficulty_calc1,fitness_calc2,leistungskm_calc3,min_clean,max_clean,title,subtitle,link,map,description
8,46.879008520366014;9.52793153175134,46.882983520611006;9.482043532048595,8.4, 1530 ,na,04:00:00,00:00:00,T2,medium,difficult,24,562,2077,From Haldenstein via Funtanolja (Normal route),Calandahütte SAC 2073 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/from-haldenstein-via-funtanolja-8/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/calandahuette-sac-2147000054/berg-und-alpinwandern/von-haldenstein-ueber-funtanolja-8/,A mountain road leads through the forest from Haldenstein (571 m) in a few sweeping hairpin bends via Arella (988 m) and Funtanolja (1494 m) up to Haldensteiner Alp and slightly further to the Calandahütte on its little hillock (P. 2074).
7,46.980105520718475;9.510062532753654,46.904259999723564;9.504172240481441,11.09, 1190 ,na,05:30:00,00:00:00,T2,medium,difficult,23,1195,1906,Von St. Margretenberg über Marola,Calandahütte SAC 2073 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-st-margretenberg-ueber-marola-7/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/calandahuette-sac-2147000054/berg-und-alpinwandern/von-st-margretenberg-ueber-marola-7/,"Von Furggels (1198 m) geht man auf der Fahrstrasse zum Fürggli (1315 m), wo die Alpstrasse nach Marola (1533 m, 1 ½ Std.) abzweigt. Eine Kehre dieser Strasse kürzt man auf einem Bergweg ab. Auf einem Bergweg erreicht man bald die Zufahrtsstrasse nach Salaz (1779 m). Über die Planggen der Stelli (2051 m) ansteigend und durch die Flanke des Berger Calandas wieder abwärts erreicht man die Mastrilser Alp (1754 m) und bald darauf den Parkplatz bei der Vazer Alp (1758 m)."
6,46.92800352045611;9.535059532146102,46.90450599030961;9.504058914419037,8.94, 370 ,na,01:30:00,00:00:00,T2,medium,easy,13,563,1758,Von Untervaz über die Vazer Alp,Calandahütte SAC 2073 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-untervaz-ueber-die-vazer-alp-6/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/calandahuette-sac-2147000054/berg-und-alpinwandern/von-untervaz-ueber-die-vazer-alp-6/,"Wird meist mit dem Auto zurückgelegt, denn von Untervaz (564 m) führt ein für Autos gebührenpflichtiges Strässchen zur Vazer Alp (1758 m)."
5381,46.86575418163041;9.380625017233047,46.88297132230139;9.482020680724705,12.18, 850 ,na,05:30:00,00:00:00,T2,medium,medium,21,1347,2085,Von der Ringelspitzhütte SAC über den Kunkelspass,Calandahütte SAC 2073 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-der-ringelspitzhuette-sac-ueber-den-kunkelspass-5381/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/calandahuette-sac-2147000054/berg-und-alpinwandern/von-der-ringelspitzhuette-sac-ueber-den-kunkelspass-5381/,Von der Ringelspitzhütte via Grossalp südostwärts auf dem Hüttenweg hinunter zum Kunkelspass (1357 m). Nun folgt ein steiler Aufstieg durch anfangs bewaldetes Gelände zum Taminser Alpli (2011 m). Nun führt die Route in einem steten Auf und Ab unter dem Taminser und dem Felsberger Calanda hindurch zur Calandahütte SAC.
9,46.84300822823264;9.481319096951593,46.8655037582093;9.461544710347015,10.93, 1600 ,na,04:30:00,00:00:00,T3,medium,difficult,27,561,2024,Von Felsberg über das Felsberger Älpli,Calandahütte SAC 2073 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-felsberg-ueber-das-felsberger-aelpli-9/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/calandahuette-sac-2147000054/berg-und-alpinwandern/von-felsberg-ueber-das-felsberger-aelpli-9/,Von den Felsberger Neugütern (564 m) erreicht man auf dem als Bergweg markierten Alpsträsschen die Älplihütte (2021 m).
11,46.9090995208911;9.440536532517532,46.886398633581656;9.4697266317128,5.07, 1470 ,na,04:30:00,00:00:00,T4,difficult,difficult,20,944,2410,Von Vättis durch das Schaftäli,Calandahütte SAC 2073 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/calandahuette-sac-2147000054/mountain-hiking/von-vaettis-durch-das-schaftaeli-11/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/calandahuette-sac-2147000054/berg-und-alpinwandern/von-vaettis-durch-das-schaftaeli-11/,"Von Vättis (943 m) führt ein steiler Waldweg in der Nähe der Fallrüfi zum Gonscherolaboden. Wegspuren steigen ostwärts über Geröll und Schrofen und durch lichten Wald zu P. 1747. Hier queren sie durch Legföhren ins Gonscherolatobel und steigen durch dieses nordöstlich vom P. 2061 m auf. Man findet den Pfad wieder nördlich des tiefen Felseinschnitts, wo sie zu P. 2175, in das Haldensteiner Schaftäli, leiten. Eine enge Felsspalte erlaubt den Durchstieg in den zweiten Teil des Haldensteiner Schaftäli, von wo man über die grosse Schutthalde gegen Osten zum Sattel 2409 m hält. Vom Sattel P. 2409 m steigt man südlich über einen steilen Schutthang ab und überwindet so die imposanten Plattenschüssen."
7087,46.13473431442609;7.31607574752229,46.073647161591936;7.34749096732756,11.11, 1600 , 1600 ,05:00:00,03:30:00,T5,difficult,difficult,27,1733,2901,De Siviez-Nendaz,La Rosablanche 3335 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/la-rosablanche-1526/mountain-hiking/de-siviez-nendaz-7087/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/la-rosablanche-1526/berg-und-alpinwandern/von-siviez-nendaz-7087/,"De Siviez (1734 m), emprunter le chemin de Tortin en passant à Pra Mounet. Se diriger alors vers le barrage de Cleuson, par un sentier dès le P. 1972. Arrivé au pied du mur du barrage, gravir les escaliers à droite menant au couronnement. Continuer par le sentier du lac rive gauche ou la route rive droite. Tous deux se rejoignent au P. 2247. Suivre la route d’accès au refuge Saint-Laurent en traversant le pont de pierre (2316 m) ; elle monte en lacets jusqu’à la Cabane St.-Laurent. En direction S, prendre le sentier bien balisé des cols de Louvie et Prafleuri et passer le lac du Grand Désert par la rive droite. Dans un paysage très minéral, il se poursuit le long d’une ancienne moraine et côtoie le P. 2786. Un peu plus loin au P. 2784, poursuivre au S jusqu’à l’intersection (2827 m). Obliquer à gauche sur Prafleuri sur quelques centaines de mètres ; laisser à main gauche le sentier pour se diriger vers le lac glaciaire (2891 m) que l’on atteint par des traces."
7130,46.13626208850776;7.316052248823233,46.139000150367096;7.333640432567853,4.78, 1200 , 1200 ,04:15:00,02:30:00,T4+,difficult,difficult,17,1727,2242,"De Siviez (Nendaz), par la crête NW.",Bec de la Montau 2922 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bec-de-la-montau-9014/mountain-hiking/de-siviez-nendaz-par-la-crete-nw-7130/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/bec-de-la-montau-9014/berg-und-alpinwandern/de-siviez-nendaz-par-la-crete-nw-7130/,"De Siviez (1734 m), prendre le sentier pédestre de l’alpage de Novelly. A Les Chottes de Novelly (1862 m), continuer par la route jusqu’à La Tsa (2241 m), situé sur le replat de Combatzeline."
6814,46.18908570522232;7.100460356425474,46.199137537758645;7.0758962263672105,2.61, 570 , 830 ,01:45:00,02:00:00,T5,difficult,medium,8,2438,2953,Überschreitung Cabane de Fenestral - Grand Vire - Cabane de la Tourche,Grande Dent de Morcles 2968 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grande-dent-de-morcles-1212/mountain-hiking/ueberschreitung-cabane-de-fenestral-grand-vire-cabane-de-la-tourche-6814/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/grande-dent-de-morcles-1212/berg-und-alpinwandern/ueberschreitung-cabane-de-fenestral-grand-vire-cabane-de-la-tourche-6814/,"Von der Cabane du Fenestral folgt man dem hinter der Hütte aufsteigenden blau-weiss-blau markierten Wanderweg. Immer aussichtsreicher geht es den vielen Farbmarkierungen durch die felsige Landschaft des Grand Cor, bis beim Südgrat der Grande Dent de Morcles (ca. 2820 m) eine Felsstufe zu überwinden ist. Am Fusse der Felsstufe direkt beim Grat zweigt linkerhand ein deutlicher Pfad ab, welcher in die Westflanke der Grande Dent de Morcles zieht – dies ist die leichtere Variante in die Grand Vire. Nimmt man diesen Weg und lässt den Gipfel der Grande Dent de Morcles aus, sind die Schwierigkeiten nur bei T4. Wir wenden uns der Felsstufe zu, die mit einem gelben Smiley markiert ist und die erste Kraxelstelle (II) im Aufstieg bildet. Elegant führt der Weg bis zur zweiten Kraxelstelle, welche die Überwindung einer drei Meter hohen Felsstufe erfordert (II) – da diese Stelle in keinster Weise ausgesetzt ist, geht das erstaunlich einfach vonstatten. Kurz darauf ist der Gipfel auch schon erreicht."
6964,46.084615350578;8.971969304859416,46.08673178923232;8.981828951327008,1.41, 970 ,na,02:45:00,00:00:00,T4,difficult,difficult,11,661,950,Über die Südwestrippe des Motto della Croce,Caval Drossa 1632 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/caval-drossa-9084/mountain-hiking/ueber-die-suedwestrippe-des-motto-della-croce-6964/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/caval-drossa-9084/berg-und-alpinwandern/ueber-die-suedwestrippe-des-motto-della-croce-6964/,"Von der Postauto-Haltestelle Lelgio auf einem Waldsträsschen ostwärts hinauf. Bei der zweiten Kurve mündet die Scenic-Trail-Route von rechts ein: Von nun an kann man sich den kleinen, blauen Wegweisern mit der Ziege anvertrauen. Via P. 809 und Screvia gelangt man zum Naturfreundehaus der Ginestra («Ginster»)."
7113,46.140439856560896;6.993009447558255,46.14914990280866;6.920789658077584,8.59, 1865 , 1865 ,06:00:00,03:30:00,T4,difficult,difficult,27,1395,2509,De Van d'en Haut par le col de Susanfe et le versant S,Haute Cime 3258 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/haute-cime-413/mountain-hiking/de-van-den-haut-par-le-col-de-susanfe-et-le-versant-s-7113/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/haute-cime-413/berg-und-alpinwandern/von-van-den-haut-ueber-den-col-de-susanfe-und-die-s-flanke-7113/,"De Van d’en Haut (1394 m), suivre l’itinéraire d’accès au lac de Salanfe en empruntant d’abord la route derrière le camping, ensuite par le sentier pédestre raide, très pierreux et par endroits équipé d’échelles métalliques. Au P. 1743, il rejoint la route pour 4x4 qui monte en direction du barrage ; la suivre le long du torrent jusqu’à l’auberge de Salanfe (1942 m). Poursuivre le cheminement du côté N du lac. Au P. 1930, obliquer à droite sur le sentier qui monte au col de Susanfe (2493 m) en évitant une barre rocheuse par la gauche."
6923,46.230237849249285;7.134400719688172,46.23720667756856;7.126143843401196,1.18, 500 , 500 ,01:15:00,01:15:00,T5,difficult,medium,6,2584,3048,Versant Sud (Normal route),Grand Muveran 3051 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grand-muveran-1265/mountain-hiking/versant-sud-6923/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/grand-muveran-1265/berg-und-alpinwandern/suedflanke-6923/,"De la cabane Rambert (2584 m), suivre au N les gazons et éboulis de la Crête à Moret, qui monte au milieu du versant S. Franchir de petits bancs de rocher vers la droite qui nous mène au pied d'une large cheminée oblique à main gauche. Gravir cette cheminée (II) puis monter encore de 30 m par des petits gradins pour rejoindre à gauche une longue vire en général ascendante qui traverse tout le flanc S du Grand Muveran. Avant le grand couloir sous le sommet, revenir d'environ 50 m à droite puis escalader quelques gradins faciles pour rejoindre une vire, à nouveau ascendante à gauche et qui nous mène au sommet. Descente: par le même itinéraire"
7014,47.026420267418764;8.632111893495292,47.020978172041644;8.612263369749494,3.12, 980 , 310 ,03:00:00,00:45:00,T5,difficult,difficult,13,449,1087,Überschreitung von Schwyz zum Urmiberg,Zünggelenflue 1089.7 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zuenggelenflue-11238/mountain-hiking/ueberschreitung-von-schwyz-zum-urmiberg-7014/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/zuenggelenflue-11238/berg-und-alpinwandern/ueberschreitung-von-schwyz-zum-urmiberg-7014/,"Vom Bahnhof Schwyz den Gleisen entlang nordwärts zu einer Fussgänger-Unterführung. Durch diese auf die andere Seite der Gleise, dort nach rechts und später nach links (Wegmarkierungen). Durch die Hirschenstrasse, links am Gasthaus Kreuz vorbei, über die Seeweren und unter die Autobahn hindurch. Auf der ansteigenden Urmibergstrasse bis zum Hof Urmi, dort nach rechts zum Lützli. Auf einem schwach ausgeprägten Wiesenpfad zum Stall am nördlichen Rand der Lichtung, dort waagrecht in den Wald und die undeutliche Wegspur auffinden, die – spärlich mit Steinmännchen und grünen Tupfern markiert – etwas an Höhe gewinnt und dann am Fuss eines Felsriegels ansteigend nordwärts quert. Man gelangt so zum Rücken der Zünggelenflue, wo der Weg deutlicher wird. Man folgt ihm – er ist weiterhin mit grünen, mal auch roten Tupfern, mit Steinmännchen und Plastikbändeln an den Bäumen markiert – zuerst etwas gar steil, dann in angenehmer Steigung, zwei kurze Felszonen überwindend. Dabei kommt man auf ca. 920 m an einem Holzunterstand vorbei. Ab rund 990 m wird der Grat flacher und breiter, und an P. 1001 vorbei gelangt man recht gemütlich zum höchsten Punkt der Zünggelenflue. Etwas südlich davon befindet sich eine Sitzbank mit schöner Aussicht."
6834,46.58992029693373;7.539719095914765,46.59981470936767;7.535311327720376,1.95, 820 , 820 ,02:30:00,01:30:00,T4,difficult,medium,10,1421,1719,Überschreitung von Nordost nach Südwest,Wiriehore / Wiriehorn 2304 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wiriehore-wiriehorn-6168/mountain-hiking/ueberschreitung-von-nordost-nach-suedwest-6834/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wiriehore-wiriehorn-6168/berg-und-alpinwandern/ueberschreitung-von-nordost-nach-suedwest-6834/,Von der Bergstation Nüegg zum Bergrestaurant Schwarzenberg. Dort folgt man in südlicher Richtung dem gut angelegten Wanderweg Richtung Alp Gurbs Metteberg über Weideflächen zum Häuschen bei einem breiten Schotterweg auf 1720 m.
130,46.55976451792182;9.845070527129293,46.52934491914061;9.7244060255532,12.34, 980 ,na,04:00:00,00:00:00,T2,medium,difficult,22,1815,2651,From Spinas via Val Bever (Normal route),Chamanna Jenatsch CAS 2652 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/from-spinas-via-val-bever-130/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/von-spinas-durch-die-val-bever-130/,"From Spinas (1815 m) a mountain road leads through Val Bever to the hut at Tegla d'Val (2254 m). The Jenatsch hut trail continues with some ups and downs on cattle tracks on the north bank of Beverin (stream), then turns right (NW) under P. 2577 for the final steep climb up to the hut."
132,46.470260518333205;9.718117527078402,46.51033527615508;9.714832098603035,5.38, 900 ,na,03:30:00,00:00:00,T3,medium,medium,14,2203,2981,Von der Julierpassstrasse über die Fuorcla d'Agnel,Chamanna Jenatsch CAS 2652 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/von-der-julierpassstrasse-ueber-die-fuorcla-dagnel-132/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/von-der-julierpassstrasse-ueber-die-fuorcla-dagnel-132/,"Von der Haltestelle ""Julier, La Veduta"" (2237 m) an der Julierstrasse wandert man kurz absteigend auf dem markierten Bergweg durch die von Rindern beweidete Val d'Agnel. Bei P. 2537 zweigt der Hüttenweg von der Route zur Fuorcla digl Leget ab und erreicht über einige weitere Talstufen die Fuorcla d'Agnel (2982 m)."
131,46.5056945180732;9.787587526989569,46.50910983574265;9.769609205177748,2.16, 560 ,na,03:30:00,00:00:00,T3+,medium,medium,8,2614,3023,Vom Piz Nair über die Fuorcla Suvretta,Chamanna Jenatsch CAS 2652 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/vom-piz-nair-ueber-die-fuorcla-suvretta-131/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/vom-piz-nair-ueber-die-fuorcla-suvretta-131/,Vom Piz Nair (3055 m) erreicht man über Pistenplanierungen und auf dem markierten Bergweg den Pass Suvretta (2613 m).
140,46.51313454484818;9.687094680859428,46.521556518784784;9.655604527879825,3.08,na,na,00:00:00,00:00:00,T4-,difficult,na,3,1975,2561,Von Tigias über die Fuorcla da Flix,Chamanna Jenatsch CAS 2652 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/von-tigias-ueber-die-fuorcla-da-flix-140/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/von-tigias-ueber-die-fuorcla-da-flix-140/,"Von Tigias (1975 m) führt ein Pfad am Südufer der Ava da las Tigias ostwärts zum Plang Lung, der grossen Weideterrasse am Fuss der Tschima da Flix. Er biegt allmählich gegen Südosten ab, quert eine obere Terasse mit den beiden Tümpeln 2548 m und 2541 m (Lai Blo)."
6731,46.19552180692239;7.800537686101149,46.20494860752773;7.796594083251991,2.99, 1270 , 1300 ,04:30:00,03:00:00,T6,difficult,difficult,16,1976,2472,Von Jungu über den Steitalgrat (Überschreitung E-W),Steitalhorn 3162 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/steitalhorn-9782/mountain-hiking/von-jungu-ueber-den-steitalgrat-ueberschreitung-e-w-6731/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/steitalhorn-9782/berg-und-alpinwandern/von-jungu-ueber-den-steitalgrat-ueberschreitung-e-w-6731/,Von der Bergstation der Seilbahn Jungu (ca. 1970 m) steigt man auf einem hübschen Höhenweg in NW-Richtung zu P. 2161 am Eingang des Jungtals hoch. Dort wendet man sich nach rechts und gewinnt die Undri Läger (2257 m) und anschliessend in einigen Kehren die Obri Läger um schliesslich auf dem flach verlaufenden Höhenweg in nordöstlicher Richtung den mässig steilen Ost-Rücken der Twära zu erreichen.
6813,46.25695392788706;7.09315081506201,46.235211118428396;7.087261289240696,5.32, 1250 , 1250 ,03:45:00,03:00:00,T4,difficult,difficult,18,1086,2242,Über den Nordostgrat und die Südflanke,Pointe des Savolaires 2293 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-des-savolaires-9793/mountain-hiking/ueber-den-nordostgrat-und-die-suedflanke-6813/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/pointe-des-savolaires-9793/berg-und-alpinwandern/ueber-den-nordostgrat-und-die-suedflanke-6813/,"Bei Anreise mit ÖV startet die Wanderung in Les Plans sur Bex, bei Anreise mit dem Auto kann man bis Pont de Nant (mit der gleichnamigen Auberge) fahren. Von Les Plans sur Bex folgt man der Beschilderung in Richtung Pont de Nant. Schön ist der Weg entlang des Baches Avançon de Nant; Von der Brücke Pont de Nant geht es der Beschilderung folgend bis zur Wegkreuzung Cinglo (P.1600). Während man bis zum kleinen Felstürmchen bei P.1906 auf einem guten Wanderweg unterwegs ist, folgt man anschliessend mehr einer Pfadspur, welche auf oder nahe des Grates aufwärts führt. Kurz nachdem der Weg den Grat nach links verlässt, wird das grasige Gelände durch teilweise etwas mühsam zu begehendes Blockgelände abgelöst, wobei der Weg hervorragend markiert ist. Beim höchsten Punkt des Wanderweges zweigt rechts der gut sichtbare Pfad zur Pointe des Savolaires ab."
124,46.76958751710543;10.11112952740657,46.77935073817538;10.082921487715515,5.33, 900 ,na,02:30:00,00:00:00,T3,medium,medium,14,1421,2328,From Lavin via God Laret (Normal route),Chamonna dal Linard CAS 2327 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-dal-linard-cas-2147000155/mountain-hiking/from-lavin-via-god-laret-124/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamonna-dal-linard-cas-2147000155/berg-und-alpinwandern/von-lavin-durch-den-god-laret-124/,"From the train station follow the yellow signs to the bridge across the valley road to La Fratta (1480 m). The path leads up over alpine meadows and into the forest of God Laret then zig zags up tot eh cross at Plan da Büg (1960 m), then westward above the treeline into the high valley of Glims. A final panoramic traverse across the grassy flank and a single rock step (chains) brings you to the hut."
125,46.81387251787528;9.982447528548489,46.779342517274216;10.082922527657505,11.13, 1100 ,na,05:00:00,00:00:00,T3,medium,difficult,22,1924,2809,Vom Berghaus Vereina über den Vereinapass und die Furocla da Glims,Chamonna dal Linard CAS 2327 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-dal-linard-cas-2147000155/mountain-hiking/vom-berghaus-vereina-ueber-den-vereinapass-und-die-furocla-da-glims-125/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamonna-dal-linard-cas-2147000155/berg-und-alpinwandern/vom-berghaus-vereina-ueber-den-vereinapass-und-die-furocla-da-glims-125/,"Durch das Süser Tal auf dem markierten Bergwanderweg über den Vereinapass (2593 m) ins Val Sagliains absteigen. Ab P. 2351 auf einem ebenfalls rot-weiss markierten, nicht immer deutlichen Weglein steil gegen Osten hinauf zur Fuorcla da Glims (2802 m). Durch das Glims vorbei an den gleichnamigen Seelein zur Chamanna Linard."
6831,46.59981470936767;7.535311327720376,46.57534799259262;7.525530215962709,4.59, 800 , 800 ,02:30:00,01:45:00,T6,difficult,medium,13,1421,2032,Über den Nordgrat,Tierlaufhore / Tierlaufhorn 2242 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tierlaufhore-tierlaufhorn-6194/mountain-hiking/ueber-den-nordgrat-6831/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tierlaufhore-tierlaufhorn-6194/berg-und-alpinwandern/ueber-den-nordgrat-6831/,"Von der Bergstation Nüegg zum Bergrestaurant Schwarzenberg. Dort folgt man in südlicher Richtung dem gut angelegten Wanderweg über Weideland zur Alp Gurbs Metteberg, um von dort nach Westen schwenkend und an Steilheit zunehmend den Sattel (2031 m) zwischen Wiriehorn und Tierlaufhorn zu erreichen."
6962,46.86062786144888;9.923315003343822,46.81403978719496;9.982290130938903,8.77, 700 ,na,02:30:00,00:00:00,T2,medium,medium,16,1309,1932,Von Monbiel oder Klosters Platz,Berghaus Vereina 1943 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghaus-vereina-2147000284/mountain-hiking/von-monbiel-oder-klosters-platz-6962/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/berghaus-vereina-2147000284/berg-und-alpinwandern/von-monbiel-oder-klosters-platz-6962/,"Von Monbiel kurz dem Fahrsträsschen entlang bis Baretschrüti, dort hinunter zur Landquartbrücke und auf dem Wanderweg bis Novai. Über den Vereinabach und alles östlich des Vereinabaches in reizvoller Wegführung zum Berghaus Vereina."
128,46.58871251785709;9.872541527222644,46.61138451776178;9.902801527245028,4.75, 393 ,na,01:30:00,00:00:00,T2,medium,easy,9,2253,2593,From Pass d'Alvra (Albula Pass) via Fuorcla Gualdauna (Normal route),Chamanna d'Es-cha CAS 2594 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/mountain-hiking/from-pass-dalvra-albula-pass-via-fuorcla-gualdauna-128/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-des-cha-cas-2147000090/berg-und-alpinwandern/vom-pass-dalvra-albulapass-ueber-die-fuorcla-gualdauna-128/,"From the parking area (Punt Granda, 2252 m) a clear path leads up over grassy slopes to the Fuorcla Gualdauna (pass, 2486 m), then horizontally into the uppermost Val d'Es-cha and across to the hut on its hump-back ridge."
127,46.58723751751691;9.938692526827671,46.611384517761394;9.902883527244555,5.69, 900 ,na,02:30:00,00:00:00,T2,medium,medium,15,1697,2593,Von Madulain über die Alp Es-cha (Normal route),Chamanna d'Es-cha CAS 2594 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/mountain-hiking/von-madulain-ueber-die-alp-es-cha-127/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-des-cha-cas-2147000090/berg-und-alpinwandern/von-madulain-ueber-die-alp-es-cha-127/,"Von Madulain (1696) entlang der Ova d'Es-cha, ab P. 1875 kurz entlang der Alpstrasse, dann entlang des Begwanderwegs in die Val Es-cha. Etwa 500 Meter vor der Alp Es-cha Dadains (2169 m) zweigt der markierte Hüttenweg hangaufwärts ab und führt allmählich ansteigend in die Müra hinein. Er steigt auf der westlichen Bachseite gegen den Muot Ot hinauf, um diesen herum und über den flachen Rücken zur Hütte."
6815,46.21446620864763;7.061945150239441,46.21691272002291;7.077360217417498,2.21, 450 , 1560 ,02:00:00,02:30:00,T3+,medium,medium,7,2194,2573,Überschreitung von der Cabane de la Tourche via Col des Pauvres ins Vallon de Nant,Pointe des Perris Blancs 2577 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-des-perris-blancs-1370/mountain-hiking/ueberschreitung-von-der-cabane-de-la-tourche-via-col-des-pauvres-ins-vallon-de-nant-6815/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/pointe-des-perris-blancs-1370/berg-und-alpinwandern/ueberschreitung-von-der-cabane-de-la-tourche-via-col-des-pauvres-ins-vallon-de-nant-6815/,Von der Cabane de la Tourche steigt man auf dem rot-weiss-rot markierten Wanderweg bis zum Col des Perris Blancs. (Der direkte Abstieg ins Vallon Nant ist übrigens wegen Steinschlaggefahr nicht zu empfehlen – die neue Route (ein Abschnitt der Tour des Muverans) führt nun über den Col des Martinets.) Bereits wenige Meter unterhalb des Col des Perris Blancs zweigt nach links der mit roten Farbmarkierungen versehene Weg in Richtung Col des Pauvres ab. Alternativ kann man auch vom Col des Perris Blanc sein Stück auf dem Grat gehen und noch vor dem Pointe des Perris Blancs links hinab zum Weg queren. Von Norden her kann man einen kurzen unproblematischen Abstecher zur gleichnamigen Pointe machen.
6935,46.05671858386443;7.15400051606115,46.03740938988715;7.185357988486382,5.5, 1510 , 1545 ,04:15:00,02:45:00,T2,medium,difficult,21,937,2439,"En boucle de Chamoille à Orsières, par le versant W.",Six Blanc (VS) 2444 m,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/six-blanc-vs-1817/mountain-hiking/en-boucle-de-chamoille-a-orsieres-par-le-versant-w-6935/,https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/six-blanc-vs-1817/berg-und-alpinwandern/ueberschreitung-von-chamoille-nach-orsieres-durch-die-w-flanke-6935/,"De Chamoille d’Orsières (936 m), emprunter la route de la Rosière. A la deuxième épingle, s’engager sur le sentier qui monte directement à la Forêt des Crêtes et coupant une fois la route ; il grimpe, raide en de nombreux lacets pour sortir à la clairière des Crêtes d’en Haut (1795 m). Traverser la route, continuer par le beau sentier qui monte à la Montagne de Moay en passant au P. 1918, il débouche sur la piste de ski. Rejoindre à travers pâturages la crête N du Six Blanc au P. 2228. On arrive ainsi sur le sentier de crête qui se poursuit jusqu’au sommet, en passant indifféremment à gauche ou à droite du ressaut rocheux évident, mais de préférence par le col de Chargerat (2327 m)."
