link,title,difficulty,distance,elevation_up,elevation_down,duration,speed
https://www.komoot.com/smarttour/1523320,Naturschutzgebiet Auried – Auriedsteg loop from Kleinbösingen,Intermediate,7.19 mi,275 ft,275 ft,03:01,2.4 mph
https://www.komoot.com/smarttour/8009380,Grottes des Roches Grises loop from Lugnorre,Easy,3.87 mi,650 ft,650 ft,01:52,2.1 mph
https://www.komoot.com/smarttour/711406,Morat – Lac de Morat loop from Môtier,Intermediate,7.98 mi,150 ft,150 ft,03:17,2.4 mph
https://www.komoot.com/smarttour/1083484,Am Aletschgletscher – Gletscherblick loop from Bettmeralp,Expert,11.1 mi,"2,825 ft","2,800 ft",06:53,1.6 mph
https://www.komoot.com/smarttour/7900360,Aletsch Blick – Bettmersee loop from Bettmeralp,Intermediate,8.96 mi,"1,900 ft","1,900 ft",04:39,1.9 mph
https://www.komoot.com/smarttour/1083476,Aletschwald – Hängebrücke über die Massa loop from Bettmeralp,Expert,9.75 mi,"2,500 ft","2,500 ft",05:53,1.7 mph
https://www.komoot.com/smarttour/12030742,Gletscherpanorama – Aletsch Blick loop from Bettmeralp,Intermediate,7.35 mi,"1,900 ft","1,875 ft",04:11,1.8 mph
https://www.komoot.com/smarttour/1803405,Massaweg – Massaschlucht loop from Ried,Intermediate,7.98 mi,"1,375 ft","1,375 ft",04:07,1.9 mph
https://www.komoot.com/smarttour/1803900,Aussicht vom Golmenegg – Bettmersee loop from Bettmeralp,Intermediate,5.31 mi,825 ft,800 ft,02:34,2.1 mph
https://www.komoot.com/smarttour/12030519,Bettmersee – Aletschgletscher loop from Bettmeralp,Expert,6.12 mi,"1,750 ft","1,750 ft",03:42,1.7 mph
https://www.komoot.com/smarttour/1083297,Gemütlicher Wanderweg – Aussicht vom Golmenegg loop from Bettmeralp,Easy,3.88 mi,425 ft,425 ft,01:46,2.2 mph
https://www.komoot.com/smarttour/12030851,Aletschgletscher – Bettmersee loop from Bettmeralp,Expert,7.65 mi,"2,400 ft","2,400 ft",05:01,1.5 mph
https://www.komoot.com/smarttour/5435598,Bettmersee – Aussichtspunkt loop from Bettmeralp,Intermediate,5.42 mi,"1,375 ft","1,375 ft",03:05,1.8 mph
https://www.komoot.com/smarttour/1804158,Bettmersee – Gletscherpanorama loop from Bettmeralp,Intermediate,5.58 mi,"1,350 ft","1,350 ft",03:07,1.8 mph
https://www.komoot.com/smarttour/4110541,Bettmersee – Bettmerhorn loop from Bettmeralp,Expert,10.3 mi,"3,600 ft","3,650 ft",07:14,1.4 mph
https://www.komoot.com/smarttour/12030558,Bettmeralp – Bettmersee loop from Bettmeralp,Intermediate,5.04 mi,"1,300 ft","1,300 ft",02:49,1.8 mph
https://www.komoot.com/smarttour/12030700,Aussicht von der Riederfurka – Aussicht vom Golmenegg loop from Bettmeralp,Intermediate,5.70 mi,875 ft,900 ft,02:43,2.1 mph
https://www.komoot.com/smarttour/862905,Aussicht von St. Chrischona – Fernsehturm St. Chrischona loop from Bettingen,Easy,4.00 mi,575 ft,575 ft,01:53,2.1 mph
https://www.komoot.com/smarttour/567109,Kirche St. Chrischona – Aussicht von St. Chrischona loop from Bettingen,Intermediate,4.62 mi,500 ft,475 ft,02:05,2.2 mph
https://www.komoot.com/smarttour/567173,Ruschbachfälle – Aussicht von St. Chrischona loop from Bettingen,Expert,11.0 mi,"1,600 ft","1,575 ft",05:11,2.1 mph
https://www.komoot.com/smarttour/7153338,Wasserfall – Ruschbachfälle loop from Rührberg,Easy,4.04 mi,575 ft,600 ft,01:54,2.1 mph
https://www.komoot.com/smarttour/7158014,Aussicht von St. Chrischona loop from Bettingen,Easy,2.82 mi,300 ft,300 ft,01:17,2.2 mph
https://www.komoot.com/smarttour/7154123,Fernsehturm St. Chrischona – Fernsehturm loop from Bettingen,Intermediate,4.47 mi,450 ft,450 ft,02:00,2.2 mph
https://www.komoot.com/smarttour/7153928,Aussicht von St. Chrischona – Schöner kleiner Trail loop from Bettingen,Easy,2.28 mi,400 ft,375 ft,01:06,2.1 mph
https://www.komoot.com/smarttour/7151732,Hiking loop from Bettingen,Easy,3.12 mi,475 ft,475 ft,01:29,2.1 mph
https://www.komoot.com/smarttour/2244778,Aussicht von St. Chrischona – Grenztour Rührberg loop from Bettingen,Easy,3.40 mi,675 ft,650 ft,01:42,2.0 mph
https://www.komoot.com/smarttour/2256519,Aussicht auf Basel – Aussicht von St. Chrischona loop from Bettingen,Intermediate,6.87 mi,950 ft,925 ft,03:12,2.1 mph
https://www.komoot.com/smarttour/2244498,Hornfelsen mit Hornfelsenhütte – Grillplatz loop from Hirzbrunnen,Easy,1.50 mi,375 ft,375 ft,00:47,1.9 mph
https://www.komoot.com/smarttour/11010667,Grillplatz – Schöner Waldweg loop from Bettingen,Easy,3.29 mi,475 ft,475 ft,01:32,2.1 mph
https://www.komoot.com/smarttour/7153875,Fernsehturm St. Chrischona – Schöner kleiner Trail loop from Bettingen,Easy,2.20 mi,225 ft,225 ft,01:00,2.2 mph
https://www.komoot.com/smarttour/2244648,Grillplatz – Hornfelsen mit Hornfelsenhütte loop from Bettingen,Easy,3.57 mi,600 ft,600 ft,01:44,2.1 mph
https://www.komoot.com/smarttour/7153175,Fernsehturm St. Chrischona – Aussicht von St. Chrischona loop from Bettingen,Easy,1.29 mi,125 ft,125 ft,00:35,2.2 mph
https://www.komoot.com/smarttour/7157143,Forsthütte – Aussicht von St. Chrischona loop from Bettingen,Intermediate,6.38 mi,"1,075 ft","1,100 ft",03:03,2.1 mph
https://www.komoot.com/smarttour/15363459,Blick auf den Belchen – Ausblick loop from Bettingen,Easy,1.92 mi,200 ft,225 ft,00:52,2.2 mph
https://www.komoot.com/smarttour/7158538,Grillplatz – Blick auf den Belchen loop from Bettingen,Intermediate,5.31 mi,675 ft,725 ft,02:27,2.2 mph
https://www.komoot.com/smarttour/5577275,Sonnenbergturm – Sunnenberg loop from Rheinfelden,Intermediate,7.47 mi,"1,125 ft","1,125 ft",03:34,2.1 mph
https://www.komoot.com/smarttour/12499224,Aussicht auf das Kloster – Stift Olsberg loop from Olsberg,Intermediate,4.59 mi,475 ft,475 ft,02:04,2.2 mph
https://www.komoot.com/smarttour/1845092,Aussicht mit kleiner Schlucht – Kraftwerk Schwörstadt loop from Möhlin,Expert,15.4 mi,600 ft,600 ft,06:29,2.4 mph
https://www.komoot.com/smarttour/734826,Sunnenberg – Sonnenbergturm loop from Rheinfelden,Intermediate,9.23 mi,"1,200 ft","1,200 ft",04:17,2.2 mph
https://www.komoot.com/smarttour/1838499,Stift Olsberg – Aussicht auf das Kloster loop from Rheinfelden,Intermediate,9.46 mi,"1,050 ft","1,050 ft",04:24,2.2 mph
https://www.komoot.com/smarttour/122526,Römische Therme – Kraftwerk Wyhlen-Augst loop from Kaiseraugst,Easy,3.20 mi,75 ft,75 ft,01:20,2.4 mph
https://www.komoot.com/smarttour/862987,Römische Therme – Kraftwerk Wyhlen-Augst loop from Augarten,Intermediate,7.70 mi,200 ft,200 ft,03:11,2.4 mph
https://www.komoot.com/smarttour/415542,Sunnenberg – Sonnenbergturm loop from Magden,Intermediate,5.88 mi,"1,025 ft","1,025 ft",02:52,2.0 mph
https://www.komoot.com/smarttour/2244248,Tempel Grienmatt – Amphitheater Augusta Raurica loop from Liebrüti,Easy,3.08 mi,125 ft,125 ft,01:18,2.4 mph
https://www.komoot.com/smarttour/1823311,Schöner Picknick Platz – Wildpflanzenpfad loop from Rheinfelden,Intermediate,6.26 mi,625 ft,625 ft,02:55,2.1 mph
https://www.komoot.com/smarttour/12224510,Fricktaler 2 – Ruine Alt-Tierstein loop from Schupfart,Intermediate,7.28 mi,"1,300 ft","1,300 ft",03:33,2.1 mph
https://www.komoot.com/smarttour/4308563,Kraftwerk Schwörstadt – Ganz viele tolle Grillplätze loop from Rheinfelden (Baden),Intermediate,6.91 mi,350 ft,350 ft,02:56,2.3 mph
https://www.komoot.com/smarttour/1809154,Alte Rheinbrücke – Altstadt Rheinfelden CH loop from Möhlin,Intermediate,6.34 mi,250 ft,250 ft,02:40,2.4 mph
https://www.komoot.com/smarttour/12523537,Ganz viele tolle Grillplätze – Rhein bei Möhlin loop from Riburg,Easy,3.91 mi,175 ft,175 ft,01:39,2.4 mph
https://www.komoot.com/smarttour/1846476,Dschungelpfad – Toller Ausblick loop from Wegenstetten,Intermediate,6.54 mi,"1,100 ft","1,100 ft",03:11,2.1 mph
https://www.komoot.com/smarttour/12513879,Altstadt Rheinfelden CH – Alte Rheinbrücke loop from Riburg,Intermediate,8.70 mi,300 ft,300 ft,03:38,2.4 mph
https://www.komoot.com/smarttour/12223866,Toller Ausblick – Dschungelpfad loop from Schupfart,Intermediate,5.84 mi,"1,125 ft","1,125 ft",02:56,2.0 mph
https://www.komoot.com/smarttour/12506800,Kraftwerk Schwörstadt – Schloss Beuggen loop from Rheinfelden (Baden),Intermediate,7.66 mi,250 ft,250 ft,03:12,2.4 mph
https://www.komoot.com/smarttour/1808017,Alte Rheinbrücke – Altstadt Rheinfelden CH loop from Rheinfelden,Easy,2.46 mi,75 ft,75 ft,01:02,2.4 mph
https://www.komoot.com/smarttour/1809117,Rheinfelder Inseli – Alte Rheinbrücke loop from Rheinfelden,Easy,4.44 mi,150 ft,150 ft,01:52,2.4 mph
https://www.komoot.com/smarttour/1085382,Aussichtspunkt Hüenderegg – Eggberge loop from Altdorf,Intermediate,4.72 mi,"1,325 ft","1,325 ft",02:44,1.7 mph
https://www.komoot.com/smarttour/4180795,Eggberge – Rophaien loop from Altdorf,Expert,9.51 mi,"2,850 ft","2,850 ft",06:51,1.4 mph
https://www.komoot.com/smarttour/5493006,Fussgängersteg Flüelen – Reussdelta loop from Altdorf,Intermediate,6.86 mi,75 ft,75 ft,02:47,2.5 mph
https://www.komoot.com/smarttour/12243733,Reussdelta – Fussgängersteg Flüelen loop from Altdorf,Intermediate,6.48 mi,200 ft,200 ft,02:42,2.4 mph
https://www.komoot.com/smarttour/5493577,Telldenkmal – der Besslerbrunnen loop from Altdorf,Expert,5.23 mi,"1,725 ft","1,725 ft",03:10,1.7 mph
https://www.komoot.com/smarttour/12239774,Das Schützenhaus Flüelen – Fussgängersteg Flüelen loop from Flüelen,Easy,2.22 mi,0 ft,0 ft,00:54,2.5 mph
https://www.komoot.com/smarttour/12250519,Telldenkmal – Eggberge loop from Altdorf,Expert,10.8 mi,"3,450 ft","3,450 ft",06:50,1.6 mph
https://www.komoot.com/smarttour/5493561,Fussgängersteg Flüelen – Eggbergen 🚠 loop from Altdorf,Intermediate,5.16 mi,100 ft,100 ft,02:08,2.4 mph
https://www.komoot.com/smarttour/1805634,Schifflände Flüelen – Telldenkmal loop from Altdorf,Intermediate,5.20 mi,450 ft,450 ft,02:18,2.3 mph
https://www.komoot.com/smarttour/8047444,Kirche im Dorf loop from Altdorf,Intermediate,4.58 mi,"1,500 ft","1,500 ft",02:46,1.7 mph
https://www.komoot.com/smarttour/1805647,Telldenkmal – Das Dorf Altdorf loop from Altdorf,Easy,1.53 mi,325 ft,325 ft,00:46,2.0 mph
https://www.komoot.com/smarttour/12241480,Telldenkmal – Café Central loop from Altdorf,Easy,2.33 mi,350 ft,350 ft,01:06,2.1 mph
https://www.komoot.com/smarttour/4178839,Schiffsanleger – Eggbergen 🚠 loop from Altdorf,Intermediate,5.09 mi,225 ft,225 ft,02:09,2.4 mph
https://www.komoot.com/smarttour/12243809,Tellspielhaus – Telldenkmal loop from Altdorf,Intermediate,7.04 mi,"2,350 ft","2,350 ft",04:16,1.7 mph
https://www.komoot.com/smarttour/8047424,Das Dorf Altdorf – Pfarrkirche St. Peter und Paul loop from Altdorf,Intermediate,4.81 mi,375 ft,375 ft,02:07,2.3 mph
https://www.komoot.com/smarttour/12241802,Hansruedi Arni – Eggberge loop from Altdorf,Easy,1.61 mi,600 ft,600 ft,00:58,1.7 mph
https://www.komoot.com/smarttour/12243792,Fussgängersteg Flüelen – Weg am Fluss loop from Altdorf,Intermediate,7.22 mi,100 ft,100 ft,02:57,2.4 mph
https://www.komoot.com/smarttour/12241799,Eggberge – Alpwiese Unter Hüttenboden loop from Altdorf,Intermediate,4.21 mi,825 ft,825 ft,02:12,1.9 mph
https://www.komoot.com/smarttour/12241574,Zwerglistein Schlange – Talstation Schattdorf loop from Bürglen,Intermediate,4.32 mi,"1,000 ft","1,000 ft",02:16,1.9 mph
https://www.komoot.com/smarttour/12241364,Das Dorf Altdorf – Uraniabrunnen loop from Altdorf,Easy,3.51 mi,450 ft,450 ft,01:38,2.1 mph
https://www.komoot.com/smarttour/180335,Dominilochsteg über die Reuss – Kloster Hermetschwil loop from Unterlunkhofen,Easy,4.14 mi,25 ft,25 ft,01:41,2.5 mph
https://www.komoot.com/smarttour/5488690,Aussicht über das Freiamt – Panorama loop from Hinter-Grüth,Intermediate,6.13 mi,400 ft,400 ft,02:39,2.3 mph
https://www.komoot.com/smarttour/561982,Aussicht vom Sulzerchrüz – Panorama loop from Beinwil,Easy,4.12 mi,300 ft,300 ft,01:48,2.3 mph
https://www.komoot.com/smarttour/12251713,Holzbrücke über die Reuss – Dominilochsteg über die Reuss loop from Rottenschwil,Intermediate,8.95 mi,425 ft,450 ft,03:48,2.4 mph
https://www.komoot.com/smarttour/12244342,Aussicht vom Sulzerchrüz – Blick aufs Sulzerchrüz loop from Beinwil,Easy,3.48 mi,300 ft,300 ft,01:32,2.3 mph
https://www.komoot.com/smarttour/1841586,Schönes stilles Gewässer – Biberspuren loop from Unterlunkhofen,Intermediate,7.45 mi,50 ft,50 ft,03:01,2.5 mph
https://www.komoot.com/smarttour/1812476,Blick ins Freiamt – Aussicht über das Freiamt loop from Hinter-Grüth,Easy,4.13 mi,200 ft,200 ft,01:45,2.3 mph
https://www.komoot.com/smarttour/1070507,St. Wolfgang – Reussbrücke Sins loop from Sins,Intermediate,7.44 mi,250 ft,250 ft,03:07,2.4 mph
https://www.komoot.com/smarttour/629169,Erdmannlistein – Rastplatz loop from Waltenschwil,Intermediate,5.35 mi,350 ft,350 ft,02:19,2.3 mph
https://www.komoot.com/smarttour/8048403,Stille Reuss loop from Bühl,Easy,3.54 mi,0 ft,0 ft,01:26,2.5 mph
https://www.komoot.com/smarttour/5489276,Aussicht vom Sulzerchrüz – Hämiker Berg loop from Hinter-Grüth,Intermediate,5.89 mi,375 ft,375 ft,02:33,2.3 mph
https://www.komoot.com/smarttour/12242232,Der Teufel auf der Isenburg – Rastplatz loop from Waltenschwil,Easy,3.42 mi,225 ft,225 ft,01:29,2.3 mph
https://www.komoot.com/smarttour/8038058,Nussbaum Beizli – Panorama loop from Beinwil,Easy,2.09 mi,100 ft,100 ft,00:53,2.4 mph
https://www.komoot.com/smarttour/1818161,Aargauer Wappen – Vogelparadies loop from Bachmatten,Intermediate,9.04 mi,100 ft,100 ft,03:41,2.5 mph
https://www.komoot.com/smarttour/1816062,Sins – Reussbrücke Sins loop from Sins,Intermediate,6.76 mi,75 ft,75 ft,02:45,2.5 mph
https://www.komoot.com/smarttour/5486446,Panorama – Nussbaum Beizli loop from Beinwil,Easy,2.97 mi,200 ft,200 ft,01:17,2.3 mph
https://www.komoot.com/smarttour/1818033,Vogelparadies – Aargauer Wappen loop from Mühlau,Intermediate,8.83 mi,175 ft,175 ft,03:38,2.4 mph
https://www.komoot.com/smarttour/5490049,Freiämter Sagenweg – Cholmoos loop from Waltenschwil,Easy,3.47 mi,275 ft,275 ft,01:31,2.3 mph
https://www.komoot.com/smarttour/8035859,Nussbaum Beizli – Alp Restaurant Horben loop from Beinwil,Easy,2.69 mi,200 ft,175 ft,01:10,2.3 mph
https://www.komoot.com/smarttour/1070462,Aussicht über das Freiamt – Blick ins Freiamt loop from Beinwil,Easy,3.83 mi,200 ft,200 ft,01:38,2.3 mph
https://www.komoot.com/smarttour/1514978,Le Lac Vert – Grüner See (le lac vert) loop from Undervelier,Intermediate,5.86 mi,"1,600 ft","1,600 ft",03:12,1.8 mph
https://www.komoot.com/smarttour/1515003,La Fille de Mai – Grottes loop from Movelier,Intermediate,6.54 mi,750 ft,750 ft,03:00,2.2 mph
https://www.komoot.com/smarttour/1593288,Aussichtspunkt – Rastplatz loop from Courroux,Intermediate,7.16 mi,"1,425 ft","1,425 ft",03:38,2.0 mph
https://www.komoot.com/smarttour/5470748,Grottes – La Fille de Mai loop from Lucelle,Intermediate,4.94 mi,725 ft,725 ft,02:20,2.1 mph
https://www.komoot.com/smarttour/1597320,Mont Raimeux – Tour d'observation des Raimeux loop from Rebeuvelier,Intermediate,6.82 mi,"2,075 ft","2,075 ft",03:55,1.7 mph
https://www.komoot.com/smarttour/8040533,Wälschgätterli loop from Mervelier,Intermediate,7.26 mi,"1,975 ft","1,975 ft",04:06,1.8 mph
https://www.komoot.com/smarttour/1597312,Am Rande des Abgrunds loop from Courrendlin,Intermediate,6.51 mi,"1,500 ft","1,500 ft",03:23,1.9 mph
https://www.komoot.com/smarttour/1514996,Wunderbarer Aussichtspunkt – Church at Soyhière loop from Delémont,Intermediate,7.26 mi,"1,100 ft","1,100 ft",03:31,2.1 mph
https://www.komoot.com/smarttour/4145795,Soulce – Gipfelgratweg loop from Soulce,Intermediate,4.95 mi,"1,150 ft","1,150 ft",02:34,1.9 mph
https://www.komoot.com/smarttour/1514772,Lac de Lucelle – Grottes loop from Lucelle,Intermediate,5.58 mi,700 ft,700 ft,02:34,2.2 mph
https://www.komoot.com/smarttour/1086638,Gutsbetrieb Löwenburg loop from Roggenburg,Easy,3.91 mi,300 ft,300 ft,01:43,2.3 mph
https://www.komoot.com/smarttour/8003499,Wunderbarer Aussichtspunkt – Playground under the castle loop from Delémont,Intermediate,4.96 mi,800 ft,800 ft,02:30,2.0 mph
https://www.komoot.com/smarttour/12247738,Abstieg im Wasserfall loop from Mervelier,Expert,7.33 mi,"1,650 ft","1,650 ft",03:49,1.9 mph
https://www.komoot.com/smarttour/1515016,Ruine Löwenburg – Swiss/French border loop from Roggenburg,Intermediate,6.48 mi,750 ft,750 ft,02:57,2.2 mph
https://www.komoot.com/smarttour/8040536,Rastplatz – Aussichtspunkt loop from Courroux,Intermediate,4.31 mi,800 ft,800 ft,02:08,2.0 mph
https://www.komoot.com/smarttour/5470842,Aussichtspunkt – Grottes loop from Lucelle,Intermediate,6.15 mi,"1,075 ft","1,075 ft",03:01,2.0 mph
https://www.komoot.com/smarttour/5470644,Grüner See (le lac vert) – Le Lac Vert loop from Sornetan,Expert,4.58 mi,"1,375 ft","1,375 ft",02:41,1.7 mph
https://www.komoot.com/smarttour/1593281,Am Rande des Abgrunds loop from Rebeuvelier,Intermediate,5.70 mi,"1,000 ft","1,000 ft",02:47,2.0 mph
https://www.komoot.com/smarttour/8003449,Point de vue – Grotte aux Fees loop from Vellerat,Intermediate,4.20 mi,"1,175 ft","1,175 ft",02:21,1.8 mph
https://www.komoot.com/smarttour/5479553,Hinterer Weissenstein – Hasenmatt loop from Gänsbrunnen,Expert,11.0 mi,"2,850 ft","2,850 ft",06:18,1.7 mph
https://www.komoot.com/smarttour/12199615,Le Chasseral – Antenne de Chasseral loop from Nods,Intermediate,7.06 mi,"2,350 ft","2,350 ft",04:08,1.7 mph
https://www.komoot.com/smarttour/711111,Le Chasseral – Antenne de Chasseral loop from Cormoret,Intermediate,4.72 mi,925 ft,925 ft,02:23,2.0 mph
https://www.komoot.com/smarttour/4111796,Fussgängersteg – San Carlo in Negrentino loop from Acquarossa,Intermediate,5.82 mi,"1,225 ft","1,200 ft",03:01,1.9 mph
https://www.komoot.com/smarttour/4111767,San Carlo in Negrentino – Fussgängersteg loop from Acquarossa,Intermediate,4.57 mi,"1,200 ft","1,200 ft",02:29,1.8 mph
https://www.komoot.com/smarttour/4111882,Passo Bareta – Cima Di Gorda loop from Ponto Valentino,Expert,7.50 mi,"2,500 ft","2,525 ft",05:08,1.5 mph
https://www.komoot.com/smarttour/4111755,Piede del Sasso – SwingTheWorld-Altalena loop from Leontica,Easy,3.24 mi,550 ft,550 ft,01:34,2.1 mph
https://www.komoot.com/smarttour/1799720,Swing the World – SwingTheWorld-Altalena loop from Leontica,Intermediate,6.27 mi,"1,425 ft","1,425 ft",03:13,1.9 mph
https://www.komoot.com/smarttour/12055487,SwingTheWorld-Altalena – Piede del Sasso loop from Leontica,Easy,3.19 mi,550 ft,550 ft,01:33,2.1 mph
https://www.komoot.com/smarttour/1799167,Entlang der Brenno – San Remigio loop from Ludiano,Intermediate,4.09 mi,250 ft,250 ft,01:45,2.3 mph
https://www.komoot.com/smarttour/12055544,San Secondo Ludiano – Pfarrkirche S. Maria Assunta loop from Ludiano,Intermediate,5.86 mi,"1,325 ft","1,325 ft",03:07,1.9 mph
https://www.komoot.com/smarttour/1799712,SwingTheWorld-Altalena – Spektakulärer Übergang loop from Leontica,Intermediate,5.40 mi,"1,400 ft","1,375 ft",02:54,1.9 mph
https://www.komoot.com/smarttour/12055529,San Secondo Ludiano – San Remigio loop from Acquarossa,Intermediate,8.67 mi,"1,475 ft","1,475 ft",04:14,2.0 mph
https://www.komoot.com/smarttour/7903276,San Remigio – Entlang der Brenno loop from Acquarossa,Intermediate,4.13 mi,225 ft,250 ft,01:46,2.3 mph
https://www.komoot.com/smarttour/1799171,Chiesa dei SS. Luca e Fiorenzo – Stabbio loop from Acquarossa,Intermediate,4.79 mi,"2,300 ft","2,300 ft",03:25,1.4 mph
https://www.komoot.com/smarttour/12055499,Fussgängersteg – San Carlo in Negrentino loop from Leontica,Easy,1.50 mi,175 ft,175 ft,00:41,2.2 mph
https://www.komoot.com/smarttour/1799585,Stabbio – Chiesa dei SS. Luca e Fiorenzo loop from Ludiano,Intermediate,5.43 mi,"2,325 ft","2,350 ft",03:41,1.5 mph
https://www.komoot.com/smarttour/7903594,San Remigio – Burgruine loop from Acquarossa,Intermediate,8.94 mi,800 ft,800 ft,03:58,2.3 mph
https://www.komoot.com/smarttour/7903548,Spektakulärer Übergang – Piede del Sasso loop from Leontica,Intermediate,8.69 mi,"2,025 ft","2,025 ft",04:33,1.9 mph
https://www.komoot.com/smarttour/1799757,San Carlo in Negrentino – Fussgängersteg loop from Leontica,Intermediate,5.53 mi,"1,225 ft","1,225 ft",02:51,1.9 mph
https://www.komoot.com/smarttour/7903354,Hiking loop from Acquarossa,Easy,2.55 mi,225 ft,200 ft,01:07,2.3 mph
https://www.komoot.com/smarttour/7903349,Das malerische Dorf Leontica loop from Leontica,Intermediate,3.83 mi,"1,150 ft","1,150 ft",02:10,1.8 mph
https://www.komoot.com/smarttour/12055443,San Secondo Ludiano – Burgruine loop from Ludiano,Easy,3.06 mi,325 ft,325 ft,01:23,2.2 mph
https://www.komoot.com/smarttour/40578,Gasthaus Oberer Gäbris – Gäbriseeli loop from Gais,Intermediate,6.55 mi,"1,300 ft","1,300 ft",03:19,2.0 mph
https://www.komoot.com/smarttour/8064053,Geißensteig – Sommersberg Schaukelplatz loop from Gais,Intermediate,5.22 mi,800 ft,800 ft,02:30,2.1 mph
https://www.komoot.com/smarttour/5507684,Gäbriseeli – Gasthaus Oberer Gäbris loop from Stoss,Intermediate,7.68 mi,"1,400 ft","1,400 ft",03:48,2.0 mph
https://www.komoot.com/smarttour/1800980,Aussicht Gaiser-Ebene – Naturschutzgebiet Stoss loop from Gais,Intermediate,5.44 mi,375 ft,375 ft,02:22,2.3 mph
https://www.komoot.com/smarttour/12276084,Untere Gäbris (Ausblick) – Gäbriseeli loop from Gais,Intermediate,6.33 mi,"1,025 ft","1,025 ft",03:04,2.1 mph
https://www.komoot.com/smarttour/12274523,Drei Weieren – Auf dem Eggen-Höhenweg loop from Speicher,Expert,10.8 mi,"2,050 ft","2,050 ft",05:20,2.0 mph
https://www.komoot.com/smarttour/12267757,Gäbriseeli – Sommersberg Schaukelplatz loop from Gais,Intermediate,6.87 mi,"1,250 ft","1,250 ft",03:23,2.0 mph
https://www.komoot.com/smarttour/12266223,Aussicht Gaiser-Ebene – Schlachtkapelle Stoss loop from Gais,Intermediate,4.82 mi,325 ft,325 ft,02:06,2.3 mph
https://www.komoot.com/smarttour/733512,Hoher Hirschberg – Gasthaus Hoher Hirschberg loop from Gais,Intermediate,6.98 mi,"1,025 ft","1,025 ft",03:18,2.1 mph
https://www.komoot.com/smarttour/1814926,Hoher Hirschberg – Gasthaus Hoher Hirschberg loop from Stoss,Intermediate,7.14 mi,"1,025 ft","1,025 ft",03:22,2.1 mph
https://www.komoot.com/smarttour/5505701,Zwergliweg – Erlebnisort Waldegg loop from Teufen AR,Intermediate,4.26 mi,600 ft,600 ft,02:01,2.1 mph
https://www.komoot.com/smarttour/8061423,Erlebnisort Waldegg – Auf dem Eggen-Höhenweg loop from Teufen,Intermediate,5.79 mi,"1,175 ft","1,175 ft",02:56,2.0 mph
https://www.komoot.com/smarttour/4185393,Zwergliweg – Erlebnisort Waldegg loop from Niederteufen,Intermediate,5.16 mi,850 ft,850 ft,02:29,2.1 mph
https://www.komoot.com/smarttour/628250,Blick nach Gais – Gasthaus Oberer Gäbris loop from Gais,Intermediate,3.91 mi,"1,025 ft","1,025 ft",02:07,1.9 mph
https://www.komoot.com/smarttour/1810863,Erlebnisort Waldegg – Bergblick loop from Teufen,Intermediate,5.81 mi,"1,025 ft","1,025 ft",02:50,2.1 mph
https://www.komoot.com/smarttour/12274092,Gäbriseeli – Gasthaus Oberer Gäbris loop from Gais,Intermediate,7.54 mi,"1,300 ft","1,300 ft",03:38,2.1 mph
https://www.komoot.com/smarttour/12266003,"Gais, Appenzell – Aussicht Gaiser-Ebene loop from Gais",Easy,4.28 mi,275 ft,275 ft,01:51,2.3 mph
https://www.komoot.com/smarttour/1809141,Trogen AR – Kirche Wald AR loop from Trogen,Intermediate,6.29 mi,"1,350 ft","1,350 ft",03:13,2.0 mph
https://www.komoot.com/smarttour/12267520,Gäbriseeli – Untere Gäbris (Ausblick) loop from Gais,Easy,3.48 mi,775 ft,775 ft,01:48,1.9 mph
https://www.komoot.com/smarttour/1821289,Erlebnisort Waldegg – Auf dem Eggen-Höhenweg loop from Lustmühle,Expert,10.9 mi,"1,825 ft","1,850 ft",05:14,2.1 mph
https://www.komoot.com/smarttour/8042997,First Cliff Walk – Bachalpsee loop from Grindelwald,Intermediate,3.85 mi,725 ft,725 ft,01:59,1.9 mph
https://www.komoot.com/smarttour/82121,Eiger-Nordwand-Blick – Kleine Scheidegg loop from Kleine Scheidegg,Intermediate,7.79 mi,"2,250 ft","2,250 ft",04:42,1.7 mph
https://www.komoot.com/smarttour/82120,Kleine Scheidegg – Eiger-Trail loop from Alpiglen,Intermediate,7.68 mi,"2,500 ft","2,500 ft",04:52,1.6 mph
https://www.komoot.com/smarttour/728801,Uferweg Brienzersee – Unterer Giessbachfall loop from Brienz,Intermediate,7.59 mi,925 ft,975 ft,03:31,2.2 mph
https://www.komoot.com/smarttour/728759,Unterer Giessbachfall – Giessbachfälle loop from Iseltwald,Intermediate,8.46 mi,"1,400 ft","1,400 ft",04:06,2.1 mph
https://www.komoot.com/smarttour/1219172,Männlichen – Herrliches Panorama loop from Lütschental,Intermediate,4.88 mi,475 ft,500 ft,02:11,2.2 mph
https://www.komoot.com/smarttour/82098,Schynige Platte – Blick auf Brienzersee loop from Schynige Platte,Intermediate,3.51 mi,525 ft,550 ft,02:03,1.7 mph
https://www.komoot.com/smarttour/1219766,Kleine Scheidegg – Herrliches Panorama loop from Kleine Scheidegg,Intermediate,5.94 mi,675 ft,675 ft,02:42,2.2 mph
https://www.komoot.com/smarttour/1219537,Lauterbrunnen – Staubbachfälle loop from Lauterbrunnen,Intermediate,8.85 mi,450 ft,450 ft,03:46,2.3 mph
https://www.komoot.com/smarttour/8042161,Blick auf Brienzersee – Schynige Platte loop from Schynige Platte,Intermediate,5.61 mi,"1,375 ft","1,350 ft",03:31,1.6 mph
