source,title,distance,elevation_up,elevation_down,duration,difficulty,fitness,link,dups
komoot,Aussicht von der Riederfurka – Das Riederhorn loop from Riederalp,4.76,259.08,259.08,01:48:00,difficult,difficult,https://www.komoot.com/smarttour/1801750,"[('Aussicht von der Riederfurka – Das Riederhorn loop from Riederalp', 100.0, 300)]"
komoot,Aussicht von der Riederfurka – Moränenwanderweg loop from Riederalp,5.4,259.08,259.08,01:48:00,easy,difficult,https://www.komoot.com/smarttour/12029992,"[('Aussicht von der Riederfurka – Moränenwanderweg loop from Riederalp', 100.0, 301)]"
komoot,Gantrisch – Gantrischseeli loop from Gusteren,10.57,579.12,579.12,04:14:00,difficult,difficult,https://www.komoot.com/smarttour/994264,"[('Gantrisch – Gantrischseeli loop from Gusteren', 100.0, 302), ('Gantrischseeli – Gantrisch loop from Gusteren', 95.0, 312)]"
komoot,Nünenenflue und Gantrisch – Gantrisch loop from Gusteren,8.95,548.64,548.64,03:55:00,difficult,difficult,https://www.komoot.com/smarttour/1809225,"[('Nünenenflue und Gantrisch – Gantrisch loop from Gusteren', 100.0, 303), ('Nünenenflue und Gantrisch – Bergpanorama am Leiterenpass loop from Gusteren', 95.0, 310)]"
komoot,Schwarzwasserbrücke – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke,7.48,83.82,83.82,02:09:00,medium,difficult,https://www.komoot.com/smarttour/1524615,"[('Schwarzwasserbrücke – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 100.0, 304), ('Alte Schwarzwasserbrücke – Gibelegg loop from Schwarzwasserbrücke', 95.0, 305), ('Alte Schwarzwasserbrücke – Abstieg zur Schwarzwasserau loop from Aekenmatt', 95.0, 318), ('Abstieg zur Schwarzwasserau – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 95.0, 321), ('Alte Schwarzwasserbrücke – Schwarzwasserbrücke loop from Mittelhäusern', 95.0, 1133)]"
komoot,Alte Schwarzwasserbrücke – Gibelegg loop from Schwarzwasserbrücke,7.71,228.6,228.6,02:20:00,medium,difficult,https://www.komoot.com/smarttour/232270,"[('Alte Schwarzwasserbrücke – Gibelegg loop from Schwarzwasserbrücke', 100.0, 305), ('Schwarzwasserbrücke – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 95.0, 304)]"
komoot,Totholzpfad Gäggersteg – Pfyffe 1665m loop from Gusteren,8.95,304.8,304.8,02:46:00,medium,difficult,https://www.komoot.com/smarttour/4146599,"[('Totholzpfad Gäggersteg – Pfyffe 1665m loop from Gusteren', 100.0, 306), ('Totholzpfad Gäggersteg – Gäggersteg loop from Gusteren', 95.0, 317), ('Pfyffe 1665m – Totholzpfad Gäggersteg loop from Gusteren', 95.0, 1139)]"
komoot,Gibelegg – Gibelegg-Südseite loop from Schwarzwasserbrücke,5.82,182.88,182.88,01:46:00,easy,difficult,https://www.komoot.com/smarttour/1523814,"[('Gibelegg – Gibelegg-Südseite loop from Schwarzwasserbrücke', 100.0, 307)]"
komoot,Totholzpfad Gäggersteg – Pfyffe 1665m loop from Zollhaus,7.32,243.84,243.84,02:12:00,medium,difficult,https://www.komoot.com/smarttour/1031537,"[('Totholzpfad Gäggersteg – Pfyffe 1665m loop from Zollhaus', 100.0, 308)]"
komoot,Selibüel – Bergpanorama von Gantrisch loop from Gusteren,11.62,396.24,396.24,03:34:00,medium,difficult,https://www.komoot.com/smarttour/732363,"[('Selibüel – Bergpanorama von Gantrisch loop from Gusteren', 100.0, 309)]"
komoot,Nünenenflue und Gantrisch – Bergpanorama am Leiterenpass loop from Gusteren,19.46,822.96,822.96,07:29:00,difficult,difficult,https://www.komoot.com/smarttour/1820252,"[('Nünenenflue und Gantrisch – Bergpanorama am Leiterenpass loop from Gusteren', 100.0, 310), ('Nünenenflue und Gantrisch – Gantrisch loop from Gusteren', 95.0, 303)]"
komoot,Blick gegen Süden – Blick auf Gantrisch loop from Gusteren,5.81,160.02,160.02,01:42:00,medium,difficult,https://www.komoot.com/smarttour/8031342,"[('Blick gegen Süden – Blick auf Gantrisch loop from Gusteren', 100.0, 311)]"
komoot,Gantrischseeli – Gantrisch loop from Gusteren,8.43,754.38,754.38,04:32:00,difficult,difficult,https://www.komoot.com/smarttour/12230532,"[('Gantrischseeli – Gantrisch loop from Gusteren', 100.0, 312), ('Gantrisch – Gantrischseeli loop from Gusteren', 95.0, 302)]"
komoot,Gipfelsturm Ochse – Ochsen 2188m loop from Gusteren,7.76,708.66,708.66,04:02:00,medium,difficult,https://www.komoot.com/smarttour/732202,"[('Gipfelsturm Ochse – Ochsen 2188m loop from Gusteren', 100.0, 313)]"
komoot,Gantrischseeli – Alp Bire loop from Gusteren,8.85,350.52,350.52,02:50:00,medium,difficult,https://www.komoot.com/smarttour/994367,"[('Gantrischseeli – Alp Bire loop from Gusteren', 100.0, 314)]"
komoot,Gantrischseeli – Alp Bire loop from Gurnigel Bad,3.83,129.54,129.54,01:13:00,medium,difficult,https://www.komoot.com/smarttour/5482776,"[('Gantrischseeli – Alp Bire loop from Gurnigel Bad', 100.0, 315), ('Alp Bire – Gantrischseeli loop from Gurnigel Bad', 95.0, 356)]"
komoot,Totholzpfad Gäggersteg – Blick auf Gantrisch loop from Gusteren,18.25,403.86,403.86,05:14:00,difficult,difficult,https://www.komoot.com/smarttour/1819970,"[('Totholzpfad Gäggersteg – Blick auf Gantrisch loop from Gusteren', 100.0, 316), ('Totholzpfad Gäggersteg – Gäggersteg loop from Gusteren', 95.0, 317)]"
komoot,Totholzpfad Gäggersteg – Gäggersteg loop from Gusteren,4.04,91.44,91.44,01:09:00,medium,difficult,https://www.komoot.com/smarttour/12230485,"[('Totholzpfad Gäggersteg – Gäggersteg loop from Gusteren', 100.0, 317), ('Totholzpfad Gäggersteg – Pfyffe 1665m loop from Gusteren', 95.0, 306), ('Totholzpfad Gäggersteg – Blick auf Gantrisch loop from Gusteren', 95.0, 316), ('Pfyffe 1665m – Totholzpfad Gäggersteg loop from Gusteren', 95.0, 1139)]"
komoot,Alte Schwarzwasserbrücke – Abstieg zur Schwarzwasserau loop from Aekenmatt,6.73,152.4,152.4,01:57:00,easy,difficult,https://www.komoot.com/smarttour/1523831,"[('Alte Schwarzwasserbrücke – Abstieg zur Schwarzwasserau loop from Aekenmatt', 100.0, 318), ('Schwarzwasserbrücke – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 95.0, 304), ('Abstieg zur Schwarzwasserau – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 95.0, 321), ('Abstieg zur Schwarzwasserau – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 95.0, 1135)]"
komoot,Guggershorn – Schwendelberg 1296m loop from Riffenmatt,5.14,220.98,213.36,01:40:00,medium,difficult,https://www.komoot.com/smarttour/1031504,"[('Guggershorn – Schwendelberg 1296m loop from Riffenmatt', 100.0, 319)]"
komoot,Guggershorn – Schwendelberg 1296m loop from Guggisberg,5.38,220.98,220.98,01:44:00,medium,difficult,https://www.komoot.com/smarttour/1514901,"[('Guggershorn – Schwendelberg 1296m loop from Guggisberg', 100.0, 320)]"
komoot,Abstieg zur Schwarzwasserau – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke,6.37,381.0,381.0,03:33:00,medium,difficult,https://www.komoot.com/smarttour/993085,"[('Abstieg zur Schwarzwasserau – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 100.0, 321), ('Abstieg zur Schwarzwasserau – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 100.0, 1135), ('Schwarzwasserbrücke – Alte Schwarzwasserbrücke loop from Schwarzwasserbrücke', 95.0, 304), ('Alte Schwarzwasserbrücke – Abstieg zur Schwarzwasserau loop from Aekenmatt', 95.0, 318)]"
komoot,St. Petersinsel – Chloster St. Petersinsel loop from Erlach,11.33,68.58,68.58,02:56:00,medium,difficult,https://www.komoot.com/smarttour/8008571,"[('St. Petersinsel – Chloster St. Petersinsel loop from Erlach', 100.0, 322)]"
komoot,Seebad Lüscherz – Chloster St. Petersinsel loop from Lüscherz,11.74,45.72,45.72,03:00:00,medium,difficult,https://www.komoot.com/smarttour/12204649,"[('Seebad Lüscherz – Chloster St. Petersinsel loop from Lüscherz', 100.0, 323)]"
komoot,Bistro Anlegestelle Nord BSG – Erlach St. Petersinsel loop from Erlach,8.4,22.86,22.86,02:08:00,medium,difficult,https://www.komoot.com/smarttour/992844,"[('Bistro Anlegestelle Nord BSG – Erlach St. Petersinsel loop from Erlach', 100.0, 324)]"
komoot,Erlach – Tüfelsburdi loop from Erlach,6.19,152.4,152.4,01:48:00,easy,difficult,https://www.komoot.com/smarttour/1111584,"[('Erlach – Tüfelsburdi loop from Erlach', 100.0, 325), ('Erlach – Tüfelsburdi loop from Vinelz', 95.0, 331), ('Tüfelsburdi – Erlach loop from Gampelen', 95.0, 334)]"
komoot,Blick zur Sankt Petersinsel – Tüfelsburdi loop from Tschugg,8.6,190.5,182.88,02:27:00,medium,difficult,https://www.komoot.com/smarttour/1524383,"[('Blick zur Sankt Petersinsel – Tüfelsburdi loop from Tschugg', 100.0, 326)]"
komoot,Tüfelsburdi – Blick zur Sankt Petersinsel loop from Le Landeron,6.66,220.98,220.98,02:02:00,medium,difficult,https://www.komoot.com/smarttour/12208412,"[('Tüfelsburdi – Blick zur Sankt Petersinsel loop from Le Landeron', 100.0, 327)]"
komoot,Wasserkraftwerk Hagneck – Seebad Lüscherz loop from Lüscherz,6.04,68.58,68.58,01:37:00,easy,difficult,https://www.komoot.com/smarttour/4146212,"[('Wasserkraftwerk Hagneck – Seebad Lüscherz loop from Lüscherz', 100.0, 328)]"
komoot,Bistro Anlegestelle Nord BSG – Chloster St. Petersinsel loop from Lüscherz,3.01,38.1,38.1,00:48:00,easy,difficult,https://www.komoot.com/smarttour/1513670,"[('Bistro Anlegestelle Nord BSG – Chloster St. Petersinsel loop from Lüscherz', 100.0, 329)]"
komoot,Erlebnisweg bei Ins – Grillplatz Galgestude loop from Ins,4.83,99.06,99.06,01:21:00,easy,difficult,https://www.komoot.com/smarttour/5472658,"[('Erlebnisweg bei Ins – Grillplatz Galgestude loop from Ins', 100.0, 330)]"
komoot,Erlach – Tüfelsburdi loop from Vinelz,15.24,236.22,236.22,04:11:00,medium,difficult,https://www.komoot.com/smarttour/12212721,"[('Erlach – Tüfelsburdi loop from Vinelz', 100.0, 331), ('Erlach – Tüfelsburdi loop from Erlach', 95.0, 325)]"
komoot,Seebad Lüscherz – Grillplatz am See loop from Hagneck,4.95,76.2,76.2,01:21:00,easy,difficult,https://www.komoot.com/smarttour/4146210,"[('Seebad Lüscherz – Grillplatz am See loop from Hagneck', 100.0, 332)]"
komoot,Wasserkraftwerk Hagneck – Uferweg Täuffelen loop from Lüscherz,13.27,175.26,175.26,03:35:00,medium,difficult,https://www.komoot.com/smarttour/5473479,"[('Wasserkraftwerk Hagneck – Uferweg Täuffelen loop from Lüscherz', 100.0, 333)]"
komoot,Tüfelsburdi – Erlach loop from Gampelen,18.54,198.12,198.12,04:56:00,medium,difficult,https://www.komoot.com/smarttour/1111600,"[('Tüfelsburdi – Erlach loop from Gampelen', 100.0, 334), ('Erlach – Tüfelsburdi loop from Erlach', 95.0, 325)]"
komoot,Erlebnisweg bei Ins – Grafenbrünnen loop from Ins,6.26,129.54,129.54,01:46:00,easy,difficult,https://www.komoot.com/smarttour/8011394,"[('Erlebnisweg bei Ins – Grafenbrünnen loop from Ins', 100.0, 335)]"
komoot,Beau vignoble – Mont Vully loop from Ins Dorf,19.92,289.56,289.56,05:26:00,difficult,difficult,https://www.komoot.com/smarttour/5475148,"[('Beau vignoble – Mont Vully loop from Ins Dorf', 100.0, 336)]"
komoot,Tüfelsburdi loop from Tschugg,3.9,121.92,121.92,01:11:00,easy,difficult,https://www.komoot.com/smarttour/1522488,"[('Tüfelsburdi loop from Tschugg', 100.0, 337)]"
komoot,Erlach loop from Erlach,3.89,15.24,15.24,01:00:00,easy,difficult,https://www.komoot.com/smarttour/8004724,"[('Erlach loop from Erlach', 100.0, 338), ('Erlach loop from Tschugg', 95.0, 340)]"
komoot,Blick zur Sankt Petersinsel – Tüfelsburdi loop from Erlach,7.14,144.78,144.78,02:01:00,medium,difficult,https://www.komoot.com/smarttour/5473483,"[('Blick zur Sankt Petersinsel – Tüfelsburdi loop from Erlach', 100.0, 339)]"
komoot,Erlach loop from Tschugg,6.59,76.2,76.2,01:46:00,easy,difficult,https://www.komoot.com/smarttour/12208474,"[('Erlach loop from Tschugg', 100.0, 340), ('Erlach loop from Erlach', 95.0, 338)]"
komoot,Hofmannsflue loop from Lüscherz,7.94,175.26,175.26,02:16:00,medium,difficult,https://www.komoot.com/smarttour/1523575,"[('Hofmannsflue loop from Lüscherz', 100.0, 341)]"
komoot,Nünenenflue und Gantrisch – Gantrisch loop from Gurnigel Bad,11.85,594.36,594.36,04:30:00,difficult,difficult,https://www.komoot.com/smarttour/12237516,"[('Nünenenflue und Gantrisch – Gantrisch loop from Gurnigel Bad', 100.0, 342)]"
komoot,Bergpanorama von Gantrisch – Bergpsnorama von Schüpfenflue loop from Gurnigel Bad,8.06,243.84,243.84,02:23:00,medium,difficult,https://www.komoot.com/smarttour/364429,"[('Bergpanorama von Gantrisch – Bergpsnorama von Schüpfenflue loop from Gurnigel Bad', 100.0, 343)]"
komoot,Bergpanorama von Gantrisch – Selibüel loop from Gurnigel Bad,4.4,152.4,152.4,01:20:00,easy,difficult,https://www.komoot.com/smarttour/566928,"[('Bergpanorama von Gantrisch – Selibüel loop from Gurnigel Bad', 100.0, 344)]"
komoot,Terrasse an der Aare – Seitenarm der Aare loop from Vehweid,5.88,7.62,7.62,01:29:00,easy,difficult,https://www.komoot.com/smarttour/1803228,"[('Terrasse an der Aare – Seitenarm der Aare loop from Vehweid', 100.0, 345)]"
komoot,Schöner Platz an der Aare – Tierpark Dählhölzli loop from Kehrsatz Nord,10.69,91.44,91.44,02:48:00,medium,difficult,https://www.komoot.com/smarttour/8025009,"[('Schöner Platz an der Aare – Tierpark Dählhölzli loop from Kehrsatz Nord', 100.0, 346)]"
komoot,Biberspuren an der Aare – Auguetbrücke loop from Belp,14.23,30.48,30.48,03:36:00,medium,difficult,https://www.komoot.com/smarttour/12224429,"[('Biberspuren an der Aare – Auguetbrücke loop from Belp', 100.0, 347)]"
komoot,Hier gehts steil Bergauf – Bütschelegg Signal loop from Niedermuhlern,5.37,152.4,144.78,01:39:00,medium,difficult,https://www.komoot.com/smarttour/208941,"[('Hier gehts steil Bergauf – Bütschelegg Signal loop from Niedermuhlern', 100.0, 348), ('Hier gehts steil Bergauf – Bütschelegg loop from Niedermuhlern', 95.0, 359)]"
komoot,Bergpanorama von Gantrisch – Blick auf Gantrisch loop from Gurnigel Bad,5.04,129.54,129.54,01:27:00,medium,difficult,https://www.komoot.com/smarttour/1809185,"[('Bergpanorama von Gantrisch – Blick auf Gantrisch loop from Gurnigel Bad', 100.0, 349)]"
komoot,"Schloss Gerzensee – Kirchdorf, Kt. Bern loop from Kirchdorf",5.76,45.72,45.72,01:31:00,easy,difficult,https://www.komoot.com/smarttour/457336,"[('Schloss Gerzensee – Kirchdorf, Kt. Bern loop from Kirchdorf', 100.0, 350), ('Kirchdorf, Kt. Bern – Schloss Gerzensee loop from Mühledorf', 95.0, 351)]"
komoot,"Kirchdorf, Kt. Bern – Schloss Gerzensee loop from Mühledorf",5.78,45.72,45.72,01:31:00,easy,difficult,https://www.komoot.com/smarttour/1802889,"[('Kirchdorf, Kt. Bern – Schloss Gerzensee loop from Mühledorf', 100.0, 351), ('Schloss Gerzensee – Kirchdorf, Kt. Bern loop from Kirchdorf', 95.0, 350)]"
komoot,Thanwald – Rudolf von Tavel Gedenkstätte loop from Niedermuhlern,8.66,213.36,213.36,02:29:00,medium,difficult,https://www.komoot.com/smarttour/730240,"[('Thanwald – Rudolf von Tavel Gedenkstätte loop from Niedermuhlern', 100.0, 352)]"
komoot,Bütschelegg – Bütschelegg Signal loop from Toffen,5.16,106.68,106.68,01:27:00,easy,difficult,https://www.komoot.com/smarttour/4166014,"[('Bütschelegg – Bütschelegg Signal loop from Toffen', 100.0, 353)]"
komoot,Traumhafter Belpberg im Herbst – Picknickplatz mit Aussicht loop from Gerzensee,8.27,274.32,274.32,02:30:00,medium,difficult,https://www.komoot.com/smarttour/993157,"[('Traumhafter Belpberg im Herbst – Picknickplatz mit Aussicht loop from Gerzensee', 100.0, 354)]"
komoot,Hier gehts steil Bergauf – Bütschelegg Signal loop from Rüeggisberg,10.62,320.04,320.04,03:15:00,medium,difficult,https://www.komoot.com/smarttour/1810397,"[('Hier gehts steil Bergauf – Bütschelegg Signal loop from Rüeggisberg', 100.0, 355)]"
komoot,Alp Bire – Gantrischseeli loop from Gurnigel Bad,8.0,327.66,327.66,02:41:00,medium,difficult,https://www.komoot.com/smarttour/8033272,"[('Alp Bire – Gantrischseeli loop from Gurnigel Bad', 100.0, 356), ('Gantrischseeli – Alp Bire loop from Gurnigel Bad', 95.0, 315)]"
komoot,Schloss Gerzensee – Traumhafter Belpberg im Herbst loop from Gerzensee,11.76,312.42,312.42,03:26:00,medium,difficult,https://www.komoot.com/smarttour/1816080,"[('Schloss Gerzensee – Traumhafter Belpberg im Herbst loop from Gerzensee', 100.0, 357)]"
komoot,Gurtenturm – Gurten-Wanderung loop from Kehrsatz,7.33,243.84,243.84,02:14:00,medium,difficult,https://www.komoot.com/smarttour/4168618,"[('Gurtenturm – Gurten-Wanderung loop from Kehrsatz', 100.0, 358)]"
komoot,Hier gehts steil Bergauf – Bütschelegg loop from Niedermuhlern,5.01,167.64,167.64,01:36:00,medium,difficult,https://www.komoot.com/smarttour/8026523,"[('Hier gehts steil Bergauf – Bütschelegg loop from Niedermuhlern', 100.0, 359), ('Hier gehts steil Bergauf – Bütschelegg Signal loop from Niedermuhlern', 95.0, 348)]"
komoot,Rudolf von Tavel Gedenkstätte loop from Rüeggisberg,9.17,228.6,228.6,02:39:00,medium,difficult,https://www.komoot.com/smarttour/12221277,"[('Rudolf von Tavel Gedenkstätte loop from Rüeggisberg', 100.0, 360)]"
komoot,Auguetbrücke – Biberspuren an der Aare loop from Vehweid,9.8,15.24,15.24,02:28:00,medium,difficult,https://www.komoot.com/smarttour/1810602,"[('Auguetbrücke – Biberspuren an der Aare loop from Vehweid', 100.0, 361)]"
komoot,Schloss Schafisheim – Kirche Schafisheim loop from Zelgli,5.81,15.24,15.24,01:29:00,easy,difficult,https://www.komoot.com/smarttour/8047821,"[('Schloss Schafisheim – Kirche Schafisheim loop from Zelgli', 100.0, 362)]"
komoot,Rathaus Lenzburg – Schloss Lenzburg loop from Staufen,6.37,83.82,91.44,01:43:00,easy,difficult,https://www.komoot.com/smarttour/1821235,"[('Rathaus Lenzburg – Schloss Lenzburg loop from Staufen', 100.0, 363)]"
komoot,Der Staufberg ist erreicht – Staufberg loop from Staufen,3.53,83.82,83.82,01:01:00,easy,difficult,https://www.komoot.com/smarttour/5490896,"[('Der Staufberg ist erreicht – Staufberg loop from Staufen', 100.0, 364)]"
komoot,Schloss Schafisheim – Staufberg loop from Zelgli,7.13,114.3,114.3,01:58:00,easy,difficult,https://www.komoot.com/smarttour/5487359,"[('Schloss Schafisheim – Staufberg loop from Zelgli', 100.0, 365)]"
komoot,Caveau Zuckschwerdt – Kirche Schafisheim loop from Staufen,7.25,38.1,38.1,01:52:00,easy,difficult,https://www.komoot.com/smarttour/8045593,"[('Caveau Zuckschwerdt – Kirche Schafisheim loop from Staufen', 100.0, 366)]"
komoot,Rathaus Lenzburg – Alte Post Lenzburg Stadt loop from Staufen,5.18,53.34,53.34,01:23:00,easy,difficult,https://www.komoot.com/smarttour/5491604,"[('Rathaus Lenzburg – Alte Post Lenzburg Stadt loop from Staufen', 100.0, 367)]"
komoot,Schloss Schafisheim – Staufberg loop from Staufen,9.47,121.92,114.3,02:33:00,medium,difficult,https://www.komoot.com/smarttour/5492500,"[('Schloss Schafisheim – Staufberg loop from Staufen', 100.0, 368)]"
komoot,Hallstatt Grabhügel Niederholz – Gartenbahn Staufen loop from Staufen,5.07,45.72,45.72,01:20:00,easy,difficult,https://www.komoot.com/smarttour/5492968,"[('Hallstatt Grabhügel Niederholz – Gartenbahn Staufen loop from Staufen', 100.0, 369)]"
komoot,Kirche auf dem Staufberg – Staufberg loop from Zelgli,3.44,68.58,68.58,00:58:00,easy,difficult,https://www.komoot.com/smarttour/12251769,"[('Kirche auf dem Staufberg – Staufberg loop from Zelgli', 100.0, 370)]"
komoot,Alte Post Lenzburg Stadt – Am Aabach entlang loop from Staufen,4.43,38.1,38.1,01:10:00,easy,difficult,https://www.komoot.com/smarttour/8046005,"[('Alte Post Lenzburg Stadt – Am Aabach entlang loop from Staufen', 100.0, 371)]"
komoot,Bisschen Pause – Caveau Zuckschwerdt loop from Staufen,3.76,30.48,30.48,00:59:00,easy,difficult,https://www.komoot.com/smarttour/8046061,"[('Bisschen Pause – Caveau Zuckschwerdt loop from Staufen', 100.0, 372)]"
komoot,Mammutbaum – Bahnhof Lenzburg loop from Staufen,6.13,22.86,22.86,01:34:00,easy,difficult,https://www.komoot.com/smarttour/1829840,"[('Mammutbaum – Bahnhof Lenzburg loop from Staufen', 100.0, 373)]"
komoot,Napoleonturm – Brückchen loop from Hattenhausen,7.31,114.3,114.3,02:00:00,easy,difficult,https://www.komoot.com/smarttour/730450,"[('Napoleonturm – Brückchen loop from Hattenhausen', 100.0, 374)]"
komoot,Brückchen – Napoleonturm loop from Fruthwilen,6.54,99.06,99.06,01:47:00,easy,difficult,https://www.komoot.com/smarttour/730453,"[('Brückchen – Napoleonturm loop from Fruthwilen', 100.0, 375), ('Napoleonturm – Brückchen loop from Fruthwilen', 95.0, 384)]"
komoot,Konstanzer Münster – Hafen Konstanz loop from Kreuzlingen,7.24,38.1,38.1,01:52:00,easy,difficult,https://www.komoot.com/smarttour/11076305,"[('Konstanzer Münster – Hafen Konstanz loop from Kreuzlingen', 100.0, 376)]"
komoot,Schloss Wolfsberg – Schlossgarten Arenenberg loop from Ermatingen,8.34,160.02,160.02,02:20:00,medium,difficult,https://www.komoot.com/smarttour/1859642,"[('Schloss Wolfsberg – Schlossgarten Arenenberg loop from Ermatingen', 100.0, 377)]"
komoot,Schlossgarten Arenenberg – Schloss Wolfsberg loop from Mannenbach-Salenstein,9.38,213.36,213.36,02:40:00,medium,difficult,https://www.komoot.com/smarttour/7204645,"[('Schlossgarten Arenenberg – Schloss Wolfsberg loop from Mannenbach-Salenstein', 100.0, 378)]"
komoot,Napoleonturm – Schlossgarten Arenenberg loop from Mannenbach-Salenstein,15.03,259.08,259.08,04:10:00,medium,difficult,https://www.komoot.com/smarttour/730587,"[('Napoleonturm – Schlossgarten Arenenberg loop from Mannenbach-Salenstein', 100.0, 379)]"
komoot,Schlossgarten Arenenberg – Schloss Salenstein loop from Wäldi,15.28,236.22,236.22,04:10:00,medium,difficult,https://www.komoot.com/smarttour/1862976,"[('Schlossgarten Arenenberg – Schloss Salenstein loop from Wäldi', 100.0, 380)]"
komoot,Der See – Schlossgarten Arenenberg loop from Ermatingen,10.99,190.5,190.5,03:02:00,medium,difficult,https://www.komoot.com/smarttour/15404511,"[('Der See – Schlossgarten Arenenberg loop from Ermatingen', 100.0, 381)]"
komoot,Saubach Wasserfälle – Schloss Castell loop from Bernrain,10.4,129.54,129.54,02:47:00,medium,difficult,https://www.komoot.com/smarttour/2572193,"[('Saubach Wasserfälle – Schloss Castell loop from Bernrain', 100.0, 382)]"
komoot,Weisser Felsen bei Berlingen – Tolles Panorama loop from Ermatingen,16.8,259.08,259.08,04:35:00,medium,difficult,https://www.komoot.com/smarttour/7194152,"[('Weisser Felsen bei Berlingen – Tolles Panorama loop from Ermatingen', 100.0, 383)]"
komoot,Napoleonturm – Brückchen loop from Fruthwilen,8.34,121.92,121.92,02:16:00,medium,difficult,https://www.komoot.com/smarttour/15424623,"[('Napoleonturm – Brückchen loop from Fruthwilen', 100.0, 384), ('Brückchen – Napoleonturm loop from Fruthwilen', 95.0, 375)]"
komoot,Burgruine Castell – Schloss Castell loop from Bernrainzelg,9.08,167.64,167.64,02:31:00,medium,difficult,https://www.komoot.com/smarttour/15664771,"[('Burgruine Castell – Schloss Castell loop from Bernrainzelg', 100.0, 385)]"
komoot,Seeburgturm – Hafen Konstanz loop from Kurzrickenbach Seepark,11.61,45.72,45.72,02:58:00,medium,difficult,https://www.komoot.com/smarttour/7210978,"[('Seeburgturm – Hafen Konstanz loop from Kurzrickenbach Seepark', 100.0, 386)]"
komoot,Bundesrat Höckli – Grillplatz auf dem Reservoir loop from Schönenbaumgarten,14.03,144.78,144.78,03:43:00,medium,difficult,https://www.komoot.com/smarttour/2587984,"[('Bundesrat Höckli – Grillplatz auf dem Reservoir loop from Schönenbaumgarten', 100.0, 387)]"
komoot,Seeburgturm – Schloss Seeburg Kreuzlingen loop from Kreuzlingen,6.38,30.48,30.48,01:38:00,easy,difficult,https://www.komoot.com/smarttour/15658293,"[('Seeburgturm – Schloss Seeburg Kreuzlingen loop from Kreuzlingen', 100.0, 388)]"
komoot,Aussichtsbank – Napoleonturm loop from Sonterswil,10.2,144.78,137.16,02:46:00,medium,difficult,https://www.komoot.com/smarttour/7199387,"[('Aussichtsbank – Napoleonturm loop from Sonterswil', 100.0, 389)]"
komoot,Groossweier – Wildpark loop from Kreuzlingen,9.69,121.92,121.92,02:37:00,medium,difficult,https://www.komoot.com/smarttour/294427,"[('Groossweier – Wildpark loop from Kreuzlingen', 100.0, 390)]"
komoot,Badi Bottighofen – Hafen Altnau loop from Kurzrickenbach Seepark,19.84,53.34,53.34,05:02:00,difficult,difficult,https://www.komoot.com/smarttour/7202801,"[('Badi Bottighofen – Hafen Altnau loop from Kurzrickenbach Seepark', 100.0, 391)]"
komoot,Badi Bottighofen – Bahnhof Altnau (TG) loop from Kurzrickenbach Seepark,14.91,45.72,45.72,03:48:00,medium,difficult,https://www.komoot.com/smarttour/7208974,"[('Badi Bottighofen – Bahnhof Altnau (TG) loop from Kurzrickenbach Seepark', 100.0, 392)]"
komoot,Bahnhof Altnau (TG) – Feierlenhof loop from Altnau,8.56,99.06,99.06,02:17:00,medium,difficult,https://www.komoot.com/smarttour/11065893,"[('Bahnhof Altnau (TG) – Feierlenhof loop from Altnau', 100.0, 393)]"
komoot,Burgäschisee – Burgäschisee loop from Aeschi,2.84,22.86,22.86,00:45:00,easy,difficult,https://www.komoot.com/smarttour/133448,"[('Burgäschisee – Burgäschisee loop from Aeschi', 100.0, 394), ('Burgäschisee – Burgäschisee loop from Aeschi', 100.0, 1633), ('Steinhof – Burgäschisee loop from Aeschi', 95.0, 408)]"
komoot,Burgäschisee – Burgäschisee loop from Etziken,8.14,91.44,91.44,02:10:00,medium,difficult,https://www.komoot.com/smarttour/12213664,"[('Burgäschisee – Burgäschisee loop from Etziken', 100.0, 395)]"
komoot,Aare – Wangen an der Aare loop from Luterbach,13.77,53.34,53.34,03:31:00,medium,difficult,https://www.komoot.com/smarttour/1816847,"[('Aare – Wangen an der Aare loop from Luterbach', 100.0, 396), ('Aare – Wangen an der Aare loop from Wangen an der Aare', 95.0, 1635)]"
komoot,Wangen an der Aare – Attisholz Areal Süd loop from Deitingen,19.25,83.82,83.82,04:56:00,medium,difficult,https://www.komoot.com/smarttour/12218201,"[('Wangen an der Aare – Attisholz Areal Süd loop from Deitingen', 100.0, 397), ('Aare – Wangen an der Aare loop from Wangen an der Aare', 95.0, 1635)]"
komoot,Walkingrundi – Entenweiher loop from Biberist,8.23,53.34,53.34,02:08:00,medium,difficult,https://www.komoot.com/smarttour/1806526,"[('Walkingrundi – Entenweiher loop from Biberist', 100.0, 398), ('Walkingrundi loop from Biberist', 95.0, 409)]"
