link,title,difficulty,distance,elevation_up,elevation_down,duration,speed,gpx_file
https://www.komoot.com/smarttour/244084,Chäsloch – Kulturweg Winznau loop from Winznau,Easy,3.23 mi,125 ft,125 ft,01:22,2.4 mph,2023-05-07_1109560002_GPX Download_ Chäsloch – Kulturweg Winznau Runde von Winznau.gpx
https://www.komoot.com/smarttour/367733,Aussichtsturm Homberg – Feuerstelle am See loop from Beinwil am See,Intermediate,5.36 mi,"1,075 ft","1,075 ft",02:42,2.0 mph,2023-05-07_1109560219_GPX Download_ Aussichtsturm Homberg – Feuerstelle am See Runde von Beinwil am See.gpx
https://www.komoot.com/smarttour/1829017,Aussichtsturm Homberg – Feuerstelle am See loop from Birrwil,Intermediate,5.55 mi,"1,075 ft","1,075 ft",02:48,2.0 mph,2023-05-07_1109560435_GPX Download_ Aussichtsturm Homberg – Feuerstelle am See Runde von Birrwil.gpx
https://www.komoot.com/smarttour/4176502,Feuerstelle am See – Schifflände Birrwil loop from Beinwil am See,Intermediate,8.58 mi,350 ft,375 ft,03:37,2.4 mph,2023-05-07_1109560812_GPX Download_ Feuerstelle am See – Schifflände Birrwil Runde von Beinwil am See.gpx
https://www.komoot.com/smarttour/1070402,Durch den Wald am See loop from Beinwil am See,Easy,3.32 mi,0 ft,0 ft,01:20,2.5 mph,2023-05-07_1109560984_GPX Download_ Durch den Wald am See Runde von Beinwil am See.gpx
https://www.komoot.com/smarttour/1820656,Feuerstelle am See – Hallwillersse-Homberg🌞 loop from Beinwil am See,Easy,3.29 mi,25 ft,25 ft,01:20,2.5 mph,2023-05-07_1109561162_GPX Download_ Feuerstelle am See – Hallwillersse-Homberg🌞 Runde von Beinwil am See.gpx
https://www.komoot.com/smarttour/1820469,Hiking loop from Zetzwil,Easy,3.59 mi,600 ft,575 ft,01:43,2.1 mph,2023-05-09_1112372250_GPX Download_ Hengst – Napf Runde von Romoos.gpx
https://www.komoot.com/smarttour/5487241,Knabenrütihütte – Alpenblick bei klarem Wetter loop from Burg,Easy,3.85 mi,625 ft,600 ft,01:50,2.1 mph,2023-05-07_1109561899_GPX Download_ Knabenrütihütte – Alpenblick bei klarem Wetter Runde von Burg.gpx
https://www.komoot.com/smarttour/1828473,Findling Hoheliebe – Linde auf Höhenweg loop from Schlossrued,Intermediate,4.66 mi,550 ft,550 ft,02:07,2.2 mph,2023-05-07_1109566404_GPX Download_ Findling Hoheliebe – Linde  auf Höhenweg Runde von Schlossrued.gpx
https://www.komoot.com/smarttour/1828797,Aussichtsturm Homberg loop from Birrwil,Intermediate,4.30 mi,625 ft,625 ft,02:01,2.1 mph,2023-05-07_1109566635_GPX Download_ Aussichtsturm Homberg Runde von Birrwil.gpx
https://www.komoot.com/smarttour/12249407,Schifflände Birrwil – Feuerstelle am See loop from Beinwil am See,Easy,4.46 mi,25 ft,25 ft,01:48,2.5 mph,2023-05-07_1109566943_GPX Download_ Schifflände Birrwil – Feuerstelle am See Runde von Beinwil am See.gpx
https://www.komoot.com/smarttour/12249259,Trostburg loop from Trostburg,Intermediate,4.56 mi,550 ft,550 ft,02:05,2.2 mph,2023-05-07_1109567193_GPX Download_ Trostburg Runde von Trostburg.gpx
https://www.komoot.com/smarttour/1815244,Feuerstelle am See – Durch den Wald am See loop from Birrwil,Intermediate,8.18 mi,175 ft,175 ft,03:25,2.4 mph,2023-05-07_1109567404_GPX Download_ Feuerstelle am See – Durch den Wald am See Runde von Birrwil.gpx
https://www.komoot.com/smarttour/1840643,Kirche – Aussichtsturm Homberg loop from Beinwil am See,Intermediate,9.95 mi,"1,150 ft","1,150 ft",04:35,2.2 mph,2023-05-07_1109567630_GPX Download_ Kirche – Aussichtsturm Homberg Runde von Beinwil am See.gpx
https://www.komoot.com/smarttour/12242111,Schloss Liebegg – Trostburg loop from Teufenthal,Intermediate,4.25 mi,650 ft,650 ft,02:01,2.1 mph,2023-05-07_1109567934_GPX Download_ Schloss Liebegg – Trostburg Runde von Teufenthal.gpx
https://www.komoot.com/smarttour/4174727,Schlossmuseum Beromünster – Stiftskirche Beromünster loop from Menziken,Intermediate,5.33 mi,325 ft,325 ft,02:18,2.3 mph,2023-05-07_1109568123_GPX Download_ Schlossmuseum Beromünster – Stiftskirche Beromünster Runde von Menziken.gpx
https://www.komoot.com/smarttour/1828643,Aussichtsturm Homberg loop from Leutwil,Intermediate,6.98 mi,875 ft,875 ft,03:13,2.2 mph,2023-05-07_1109568328_GPX Download_ Aussichtsturm Homberg Runde von Leutwil.gpx
https://www.komoot.com/smarttour/1815156,Blick über Menziken – Knabenrütihütte loop from Burg,Intermediate,7.53 mi,"1,075 ft","1,050 ft",03:32,2.1 mph,2023-05-07_1109568548_GPX Download_ Blick über Menziken – Knabenrütihütte Runde von Burg.gpx
https://www.komoot.com/smarttour/12240553,Knabenrütihütte – Mühleweiher loop from Reinach Lindenplatz,Intermediate,5.66 mi,"1,075 ft","1,075 ft",02:46,2.0 mph,2023-05-07_1109574082_GPX Download_ Knabenrütihütte – Mühleweiher Runde von Reinach Lindenplatz.gpx
https://www.komoot.com/smarttour/4173340,Alpenblick bei klarem Wetter loop from Burg,Intermediate,4.58 mi,750 ft,775 ft,02:12,2.1 mph,2023-05-07_1109574364_GPX Download_ Alpenblick bei klarem Wetter Runde von Burg.gpx
https://www.komoot.com/smarttour/1820664,Schifflände Birrwil – Feuerstelle am See loop from Birrwil,Intermediate,3.45 mi,250 ft,250 ft,01:31,2.3 mph,2023-05-07_1109574652_GPX Download_ Schifflände Birrwil – Feuerstelle am See Runde von Birrwil.gpx
https://www.komoot.com/smarttour/5489592,Linner Wasserfall – Linnerlinde loop from Gallenkirch,Easy,2.83 mi,250 ft,250 ft,01:15,2.3 mph,2023-05-07_1109574962_GPX Download_ Linner Wasserfall – Linnerlinde Runde von Gallenkirch.gpx
https://www.komoot.com/smarttour/180314,Linner Wasserfall – Felswände 🤗 loop from Zeihen,Intermediate,6.28 mi,800 ft,825 ft,02:54,2.2 mph,2023-05-07_1109575168_GPX Download_ Linner Wasserfall – Felswände 🤗 Runde von Zeihen.gpx
https://www.komoot.com/smarttour/8019943,Rastplatz Chriesiweg – Ruine Alt-Tierstein loop from Gipf-Oberfrick,Intermediate,6.62 mi,"1,300 ft","1,300 ft",03:17,2.0 mph,2023-05-08_1111404867_GPX Download_ Das kleine Örtchen Lü – Der kleine See vor Lü Runde von Tschierv.gpx
https://www.komoot.com/smarttour/12215655,Ruine Alt-Tierstein – Ruine Alt-Homberg loop from Gipf-Oberfrick,Intermediate,8.68 mi,"1,500 ft","1,500 ft",04:13,2.1 mph,2023-05-07_1109575685_GPX Download_ Ruine Alt-Tierstein – Ruine Alt-Homberg Runde von Gipf-Oberfrick.gpx
https://www.komoot.com/smarttour/5478182,Rastplatz Chriesiweg – Fricktaler 2 loop from Gipf-Oberfrick,Easy,3.49 mi,525 ft,525 ft,01:39,2.1 mph,2023-05-07_1109575907_GPX Download_ Rastplatz Chriesiweg – Fricktaler 2 Runde von Gipf-Oberfrick.gpx
https://www.komoot.com/smarttour/1848746,Ruine Alt-Tierstein – Fricktaler 2 loop from Wittnau,Intermediate,8.20 mi,"1,000 ft","1,000 ft",03:45,2.2 mph,2023-05-07_1109576096_GPX Download_ Ruine Alt-Tierstein – Fricktaler 2 Runde von Wittnau.gpx
https://www.komoot.com/smarttour/1848777,Rastplatz Chriesiweg – Ruine Alt-Tierstein loop from Frick,Expert,10.9 mi,"1,925 ft","1,925 ft",05:20,2.0 mph,2023-05-07_1109576314_GPX Download_ Rastplatz Chriesiweg – Ruine Alt-Tierstein Runde von Frick.gpx
https://www.komoot.com/smarttour/1837272,Beautiful landscape – Linner Wasserfall loop from Zeihen,Intermediate,6.82 mi,"1,150 ft","1,150 ft",03:19,2.1 mph,2023-05-07_1109580405_GPX Download_ Beautiful landscape – Linner Wasserfall Runde von Zeihen.gpx
https://www.komoot.com/smarttour/8017995,Ruine Alt-Homberg – Ruine Alt-Tierstein loop from Wittnau,Intermediate,7.60 mi,"1,400 ft","1,400 ft",03:46,2.0 mph,2023-05-07_1109580657_GPX Download_ Ruine Alt-Homberg – Ruine Alt-Tierstein Runde von Wittnau.gpx
https://www.komoot.com/smarttour/1846674,Aussichtspunkt – Strihe loop from Oberhof,Intermediate,7.21 mi,"1,375 ft","1,375 ft",03:32,2.0 mph,2023-05-07_1109580953_GPX Download_ Aussichtspunkt – Strihe Runde von Oberhof.gpx
https://www.komoot.com/smarttour/417369,Wallfahrtskapelle Buschberg – Ruine Alt-Homberg loop from Buschberg,Intermediate,7.50 mi,"1,075 ft","1,075 ft",03:32,2.1 mph,2023-05-07_1109581190_GPX Download_ Wallfahrtskapelle Buschberg – Ruine Alt-Homberg Runde von Buschberg.gpx
https://www.komoot.com/smarttour/12217681,Ruine Alt-Tierstein – Rastplatz Chriesiweg loop from Frick,Intermediate,9.16 mi,"1,425 ft","1,425 ft",04:21,2.1 mph,2023-05-07_1109581449_GPX Download_ Ruine Alt-Tierstein – Rastplatz Chriesiweg Runde von Frick.gpx
https://www.komoot.com/smarttour/12222103,Wallfahrtskapelle Buschberg – Toller Ausblick loop from Anwil,Intermediate,5.69 mi,475 ft,475 ft,02:31,2.3 mph,2023-05-07_1109581669_GPX Download_ Wallfahrtskapelle Buschberg – Toller Ausblick Runde von Anwil.gpx
https://www.komoot.com/smarttour/1836913,Naturschutzgebiet – Wallfahrtskapelle Buschberg loop from Anwil,Easy,3.20 mi,300 ft,275 ft,01:25,2.3 mph,2023-05-07_1109581926_GPX Download_ Naturschutzgebiet – Wallfahrtskapelle Buschberg Runde von Anwil.gpx
https://www.komoot.com/smarttour/12218320,Ruine Alt-Homberg – Ruine Alt-Tierstein loop from Gipf-Oberfrick,Intermediate,6.88 mi,"1,500 ft","1,500 ft",03:32,2.0 mph,2023-05-07_1109582268_GPX Download_ Ruine Alt-Homberg – Ruine Alt-Tierstein Runde von Gipf-Oberfrick.gpx
https://www.komoot.com/smarttour/1837246,"Blaues Wunder – Barfussweg, Volg Sinnespfad loop from Fürberg",Easy,2.14 mi,225 ft,225 ft,00:58,2.2 mph,"2023-05-07_1109582320_GPX Download_ Blaues Wunder – Barfussweg, Volg Sinnespfad Runde von Fürberg.gpx"
https://www.komoot.com/smarttour/5577372,Laufenplatz – Laufenburg (CH) loop from Laufenburg (Baden),Intermediate,6.67 mi,"1,025 ft","1,025 ft",03:11,2.1 mph,2023-05-07_1109582533_GPX Download_ Laufenplatz – Laufenburg (CH) Runde von Laufenburg (Baden).gpx
https://www.komoot.com/smarttour/8241277,Laufenplatz – Laufenburg (CH) loop from Laufenburg,Easy,2.32 mi,75 ft,75 ft,00:59,2.4 mph,2023-05-07_1109589138_GPX Download_ Laufenplatz – Laufenburg (CH) Runde von Laufenburg.gpx
https://www.komoot.com/smarttour/1835731,Schwertlisturm – Waldhütte Laufenburg loop from Laufenburg,Intermediate,6.81 mi,"1,075 ft","1,075 ft",03:16,2.1 mph,2023-05-07_1109589355_GPX Download_ Schwertlisturm – Waldhütte Laufenburg Runde von Laufenburg.gpx
https://www.komoot.com/smarttour/4305555,Cheisacherturm – Aussichtspunkt mit Grillplatz loop from Gansingen,Intermediate,4.70 mi,725 ft,725 ft,02:14,2.1 mph,2023-05-07_1109589686_GPX Download_ Cheisacherturm – Aussichtspunkt mit Grillplatz Runde von Gansingen.gpx
https://www.komoot.com/smarttour/1833560,Kraftwerk Klingnau – Aare loop from Koblenz,Intermediate,5.60 mi,100 ft,100 ft,02:18,2.4 mph,2023-05-07_1109589943_GPX Download_ Kraftwerk Klingnau – Aare Runde von Koblenz.gpx
https://www.komoot.com/smarttour/1833549,Aare – Aussichtsturm loop from Döttingen,Intermediate,4.93 mi,75 ft,75 ft,02:01,2.4 mph,2023-05-07_1109590162_GPX Download_ Aare – Aussichtsturm Runde von Döttingen.gpx
https://www.komoot.com/smarttour/4307545,Aussichtsturm – Aare loop from Döttingen,Easy,4.46 mi,75 ft,75 ft,01:50,2.4 mph,2023-05-07_1109590381_GPX Download_ Aussichtsturm – Aare Runde von Döttingen.gpx
https://www.komoot.com/smarttour/12486896,Kraftwerk Eglisau-Glattfelden – Oberer Turm Kaiserstuhl loop from Kaiserstuhl,Intermediate,6.16 mi,300 ft,300 ft,02:37,2.4 mph,2023-05-07_1109590814_GPX Download_ Kraftwerk Eglisau-Glattfelden – Oberer Turm Kaiserstuhl Runde von Kaiserstuhl.gpx
https://www.komoot.com/smarttour/1839516,Ein-Mann-Bunker – Steg Schwaderloch loop from Leibstadt,Easy,4.42 mi,100 ft,100 ft,01:49,2.4 mph,2023-05-07_1109591087_GPX Download_ Ein-Mann-Bunker – Steg Schwaderloch Runde von Leibstadt.gpx
https://www.komoot.com/smarttour/8233154,Geissberg – Steinbruch Gabenchopf loop from Böttstein,Intermediate,10.3 mi,"1,475 ft","1,500 ft",04:53,2.1 mph,2023-05-07_1109591285_GPX Download_ Geissberg – Steinbruch Gabenchopf Runde von Böttstein.gpx
https://www.komoot.com/smarttour/292182,Aue Chly Rhy Teil 1 – Aue Landschaft Rietheim loop from Bad Zurzach,Intermediate,8.94 mi,425 ft,425 ft,03:48,2.4 mph,2023-05-07_1109591500_GPX Download_ Aue Chly Rhy Teil 1 – Aue Landschaft Rietheim Runde von Bad Zurzach.gpx
https://www.komoot.com/smarttour/416233,Aue Chly Rhy Teil 1 – Aue Landschaft Rietheim loop from Koblenz Dorf,Intermediate,8.28 mi,425 ft,450 ft,03:32,2.3 mph,2023-05-07_1109596484_GPX Download_ Aue Chly Rhy Teil 1 – Aue Landschaft Rietheim Runde von Koblenz Dorf.gpx
https://www.komoot.com/smarttour/4307599,Schloss Zurzach – Auf der Grenze loop from Bad Zurzach,Intermediate,5.86 mi,150 ft,150 ft,02:28,2.4 mph,2023-05-07_1109596741_GPX Download_ Schloss Zurzach – Auf der Grenze Runde von Bad Zurzach.gpx
https://www.komoot.com/smarttour/8229835,Aue Landschaft Rietheim – Aue Chly Rhy Teil 1 loop from Koblenz Dorf,Intermediate,6.66 mi,325 ft,325 ft,02:50,2.4 mph,2023-05-07_1109597058_GPX Download_ Aue Landschaft Rietheim – Aue Chly Rhy Teil 1 Runde von Koblenz Dorf.gpx
https://www.komoot.com/smarttour/416229,Etel Weiher – Tierlikreuzung loop from Oberschneisingen,Intermediate,6.66 mi,625 ft,625 ft,02:59,2.2 mph,2023-05-07_1109597910_GPX Download_ Etel Weiher – Tierlikreuzung Runde von Oberschneisingen.gpx
https://www.komoot.com/smarttour/5568209,Wasserkraftwerk Beznau – Klingnauer Stausee loop from Schlatt,Intermediate,5.20 mi,150 ft,150 ft,02:10,2.4 mph,2023-05-07_1109598409_GPX Download_ Wasserkraftwerk Beznau – Klingnauer Stausee Runde von Schlatt.gpx
https://www.komoot.com/smarttour/1842100,Wasserkraftwerk Beznau – Klingnauer Stausee loop from Döttingen,Intermediate,5.47 mi,150 ft,150 ft,02:16,2.4 mph,2023-05-07_1109598838_GPX Download_ Wasserkraftwerk Beznau – Klingnauer Stausee Runde von Döttingen.gpx
https://www.komoot.com/smarttour/1847452,Aussichtsturm – Aare loop from Koblenz,Expert,17.0 mi,450 ft,450 ft,07:02,2.4 mph,2023-05-07_1109599124_GPX Download_ Aussichtsturm – Aare Runde von Koblenz.gpx
https://www.komoot.com/smarttour/247499,Kaiserstuhl – Oberer Turm Kaiserstuhl loop from Kaiserstuhl,Intermediate,8.34 mi,625 ft,625 ft,03:39,2.3 mph,2023-05-07_1109599384_GPX Download_ Kaiserstuhl – Oberer Turm Kaiserstuhl Runde von Kaiserstuhl.gpx
https://www.komoot.com/smarttour/12495011,Klingnauer Stausee – Wasserkraftwerk Beznau loop from Böttstein,Intermediate,7.58 mi,325 ft,350 ft,03:12,2.4 mph,2023-05-07_1109599701_GPX Download_ Klingnauer Stausee – Wasserkraftwerk Beznau Runde von Böttstein.gpx
https://www.komoot.com/smarttour/564710,Feuerstelle mit Tisch – Hörndli Feb. 2015 loop from Bad Zurzach,Easy,3.13 mi,325 ft,325 ft,01:24,2.2 mph,2023-05-07_1109599867_GPX Download_ Feuerstelle mit Tisch – Hörndli  Feb. 2015 Runde von Bad Zurzach.gpx
https://www.komoot.com/smarttour/8232737,Kaiserstuhl – Burg Rotwasserstelz loop from Rekingen,Intermediate,10.8 mi,300 ft,300 ft,04:39,2.3 mph,2023-05-07_1109603806_GPX Download_ Kaiserstuhl – Burg Rotwasserstelz Runde von Rekingen.gpx
https://www.komoot.com/smarttour/1842053,Aue Landschaft Rietheim – Rheinufer bei Rietheim loop from Koblenz Dorf,Intermediate,6.13 mi,300 ft,275 ft,02:36,2.4 mph,2023-05-07_1109604323_GPX Download_ Aue Landschaft Rietheim – Rheinufer bei Rietheim Runde von Koblenz Dorf.gpx
https://www.komoot.com/smarttour/8234929,Aussichtspunkt – Brutwand für Uferschwalbe loop from Rietheim,Easy,3.12 mi,75 ft,75 ft,01:17,2.4 mph,2023-05-07_1109604521_GPX Download_ Aussichtspunkt – Brutwand für Uferschwalbe Runde von Rietheim.gpx
https://www.komoot.com/smarttour/8237210,Ruine Radegg – Restaurant Rossberghof loop from Wilchingen,Intermediate,7.66 mi,"1,025 ft","1,025 ft",03:35,2.1 mph,2023-05-07_1109604729_GPX Download_ Ruine Radegg – Restaurant Rossberghof Runde von Wilchingen.gpx
https://www.komoot.com/smarttour/733228,Ruine Radegg – Restaurant Rossberghof loop from Osterfingen,Intermediate,4.46 mi,750 ft,750 ft,02:10,2.1 mph,2023-05-07_1109604916_GPX Download_ Ruine Radegg – Restaurant Rossberghof Runde von Osterfingen.gpx
https://www.komoot.com/smarttour/1848177,"Bergkirche St. Moritz, Hallau – Trasadingen loop from Trasadingen",Intermediate,9.87 mi,850 ft,850 ft,04:22,2.3 mph,"2023-05-07_1109605160_GPX Download_ Bergkirche St. Moritz, Hallau – Trasadingen Runde von Trasadingen.gpx"
https://www.komoot.com/smarttour/5570561,Bergkirche Hallau loop from Hallau,Easy,4.47 mi,275 ft,275 ft,01:56,2.3 mph,2023-05-07_1109611784_GPX Download_ Wilchinger Berghaus – Bergkirche Hallau Runde von Hallau.gpx
https://www.komoot.com/smarttour/12496482,Raststelle und Höhle – Bergtrotte Osterfingen loop from Osterfingen,Intermediate,4.79 mi,575 ft,575 ft,02:11,2.2 mph,2023-05-07_1109605564_GPX Download_ Raststelle und Höhle – Bergtrotte Osterfingen Runde von Osterfingen.gpx
https://www.komoot.com/smarttour/5572843,Restaurant Rossberghof – Raststelle und Höhle loop from Wilchingen,Intermediate,9.36 mi,"1,000 ft","1,000 ft",04:14,2.2 mph,2023-05-07_1109605750_GPX Download_ Restaurant Rossberghof – Raststelle und Höhle Runde von Wilchingen.gpx
https://www.komoot.com/smarttour/4307970,Wasenhütte – Ruine Radegg loop from Baltersweil,Intermediate,10.3 mi,"1,050 ft","1,075 ft",04:39,2.2 mph,2023-05-07_1109605930_GPX Download_ Wasenhütte – Ruine Radegg Runde von Baltersweil.gpx
https://www.komoot.com/smarttour/4305782,Bergtrotte Osterfingen – Raststelle und Höhle loop from Wilchingen,Easy,3.08 mi,400 ft,400 ft,01:25,2.2 mph,2023-05-07_1109610482_GPX Download_ Bergtrotte Osterfingen – Raststelle und Höhle Runde von Wilchingen.gpx
https://www.komoot.com/smarttour/1847270,"Bergkirche St. Moritz, Hallau – Wilchinger Berghaus loop from Hallau",Intermediate,9.25 mi,750 ft,750 ft,04:04,2.3 mph,"2023-05-07_1109610692_GPX Download_ Bergkirche St. Moritz, Hallau – Wilchinger Berghaus Runde von Hallau.gpx"
https://www.komoot.com/smarttour/1838693,Erzinger Bergkapelle – Fasshotel Trasadingen loop from Trasadingen,Easy,3.27 mi,400 ft,400 ft,01:30,2.2 mph,2023-05-07_1109610876_GPX Download_ Erzinger Bergkapelle – Fasshotel Trasadingen Runde von Trasadingen.gpx
https://www.komoot.com/smarttour/1824528,Seelein im Wangental loop from Baltersweil,Intermediate,4.48 mi,700 ft,700 ft,02:07,2.1 mph,2023-05-07_1109616497_GPX Download_ Ruine Radegg – Seelein im Wangental Runde von Baltersweil.gpx
https://www.komoot.com/smarttour/1826175,"Hallau – Bergkirche St. Moritz, Hallau loop from Hallau",Intermediate,5.10 mi,350 ft,375 ft,02:13,2.3 mph,"2023-05-07_1109611223_GPX Download_ Hallau – Bergkirche St. Moritz, Hallau Runde von Hallau.gpx"
https://www.komoot.com/smarttour/12490672,"Bergkirche St. Moritz, Hallau loop from Hallau",Easy,2.43 mi,275 ft,275 ft,01:06,2.2 mph,"2023-05-07_1109611405_GPX Download_ Bergkirche St. Moritz, Hallau Runde von Hallau.gpx"
https://www.komoot.com/smarttour/1134629,"Bergkirche St. Moritz, Hallau loop from Oberhallau",Intermediate,5.62 mi,350 ft,350 ft,02:25,2.3 mph,"2023-05-07_1109611614_GPX Download_ Bergkirche St. Moritz, Hallau Runde von Oberhallau.gpx"
https://www.komoot.com/smarttour/12501885,Wilchinger Berghaus – Bergkirche Hallau loop from Hallau,Intermediate,6.21 mi,400 ft,400 ft,02:41,2.3 mph,2023-05-07_1110240242_GPX Download_ Schauenburgflue – Schauenburg Flue Runde von Frenkendorf.gpx
https://www.komoot.com/smarttour/12497339,Wunderbares Klettgau loop from Hallau,Easy,4.42 mi,400 ft,400 ft,01:57,2.3 mph,2023-05-07_1109611984_GPX Download_ Wunderbares Klettgau Runde von Hallau.gpx
https://www.komoot.com/smarttour/1830131,Wasserquelle – Restaurant Rossberghof loop from Osterfingen,Intermediate,7.60 mi,"1,075 ft","1,075 ft",03:35,2.1 mph,2023-05-07_1109612227_GPX Download_ Wasserquelle – Restaurant Rossberghof Runde von Osterfingen.gpx
https://www.komoot.com/smarttour/12498470,Ruine Radegg – Seelein im Wangental loop from Baltersweil,Easy,3.38 mi,675 ft,650 ft,01:41,2.0 mph,2023-05-07_1110475708_GPX Download_ Schöne Brätelstelle – Barfussweg Runde von Rothrist.gpx
https://www.komoot.com/smarttour/8233271,Wilchinger Berghaus – Klettgau-Blick loop from Hallau,Easy,3.15 mi,250 ft,250 ft,01:23,2.3 mph,2023-05-07_1109616678_GPX Download_ Wilchinger Berghaus – Klettgau-Blick Runde von Hallau.gpx
https://www.komoot.com/smarttour/1826280,Restaurant Rossberghof – Ruine Radegg loop from Osterfingen,Intermediate,4.62 mi,975 ft,975 ft,02:20,2.0 mph,2023-05-07_1109616855_GPX Download_ Restaurant Rossberghof – Ruine Radegg Runde von Osterfingen.gpx
https://www.komoot.com/smarttour/1842219,Römische Gleisstrasse – Linnerlinde loop from Effingen,Intermediate,7.95 mi,900 ft,900 ft,03:38,2.2 mph,2023-05-07_1109617177_GPX Download_ Römische Gleisstrasse – Linnerlinde Runde von Effingen.gpx
https://www.komoot.com/smarttour/118869,Römische Gleisstrasse – Linnerlinde loop from Linn,Intermediate,5.84 mi,575 ft,575 ft,02:38,2.2 mph,2023-05-07_1109617406_GPX Download_ Römische Gleisstrasse – Linnerlinde Runde von Linn.gpx
https://www.komoot.com/smarttour/244150,Linnerlinde – Linner Wasserfall loop from Linn,Easy,2.93 mi,250 ft,275 ft,01:18,2.3 mph,2023-05-07_1109617607_GPX Download_ Linnerlinde – Linner Wasserfall Runde von Linn.gpx
https://www.komoot.com/smarttour/244151,Zusammenfluss Reuss & Aare – Reuss-Stauwehr Windisch loop from Brugg,Intermediate,6.49 mi,200 ft,200 ft,02:42,2.4 mph,2023-05-07_1109617945_GPX Download_ Zusammenfluss Reuss & Aare – Reuss-Stauwehr Windisch Runde von Brugg.gpx
https://www.komoot.com/smarttour/416190,Aussichtspunkt mit Grillplatz – Cheisacherturm loop from Mönthal,Easy,2.70 mi,375 ft,375 ft,01:15,2.2 mph,2023-05-07_1109618331_GPX Download_ Aussichtspunkt mit Grillplatz – Cheisacherturm Runde von Mönthal.gpx
https://www.komoot.com/smarttour/4175009,Reuss-Stauwehr Windisch – Zusammenfluss Reuss & Aare loop from Lauffohr,Intermediate,6.35 mi,225 ft,225 ft,02:40,2.4 mph,2023-05-07_1109618760_GPX Download_ Reuss-Stauwehr Windisch – Zusammenfluss Reuss & Aare Runde von Lauffohr.gpx
https://www.komoot.com/smarttour/189159,Cheisacherturm – Aussichtspunkt mit Grillplatz loop from Mönthal,Easy,2.94 mi,475 ft,475 ft,01:24,2.1 mph,2023-05-07_1109619303_GPX Download_ Cheisacherturm – Aussichtspunkt mit Grillplatz Runde von Mönthal.gpx
https://www.komoot.com/smarttour/12240975,Römische Gleisstrasse – Linner Wasserfall loop from Effingen,Intermediate,5.39 mi,550 ft,550 ft,02:26,2.2 mph,2023-05-07_1109626532_GPX Download_ Römische Gleisstrasse – Linner Wasserfall Runde von Effingen.gpx
https://www.komoot.com/smarttour/244163,Schöner Rastplatz an der Reuss – Oberi Gipsmüli loop from Mülligen,Intermediate,5.45 mi,275 ft,250 ft,02:19,2.4 mph,2023-05-07_1109626749_GPX Download_ Schöner Rastplatz an der Reuss – Oberi Gipsmüli Runde von Mülligen.gpx
https://www.komoot.com/smarttour/12251252,An der Aaren – Zusammenfluss Reuss & Aare loop from Brugg,Intermediate,5.07 mi,175 ft,175 ft,02:07,2.4 mph,2023-05-07_1109627056_GPX Download_ An der Aaren – Zusammenfluss Reuss & Aare Runde von Brugg.gpx
https://www.komoot.com/smarttour/8046785,Oberi Gipsmüli – Kloster Königsfelden loop from Brugg,Intermediate,7.41 mi,400 ft,400 ft,03:10,2.3 mph,2023-05-07_1109897034_GPX Download_ Chüetel – Schleitheim Runde von Gächlingen.gpx
https://www.komoot.com/smarttour/1831805,Oberi Gipsmüli – Restaurant Müli loop from Windisch,Intermediate,5.69 mi,300 ft,300 ft,02:26,2.3 mph,2023-05-07_1109627469_GPX Download_ Oberi Gipsmüli – Restaurant Müli Runde von Windisch.gpx
https://www.komoot.com/smarttour/5487921,Schloss Habsburg – Kraftwerk Wildegg - Brugg loop from Brugg,Intermediate,6.57 mi,500 ft,500 ft,02:53,2.3 mph,2023-05-07_1109627676_GPX Download_ Schloss Habsburg – Kraftwerk Wildegg - Brugg Runde von Brugg.gpx
https://www.komoot.com/smarttour/244158,Aare – Schloss Habsburg loop from Habsburg,Intermediate,7.66 mi,575 ft,575 ft,03:21,2.3 mph,2023-05-07_1109627920_GPX Download_ Aare – Schloss Habsburg Runde von Habsburg.gpx
https://www.komoot.com/smarttour/12242450,Gatter – Gislifluh/Gisliflue loop from Rischeln,Intermediate,4.81 mi,625 ft,600 ft,02:14,2.2 mph,2023-05-07_1109628111_GPX Download_ Gatter – Gislifluh_Gisliflue Runde von Rischeln.gpx
https://www.komoot.com/smarttour/1839073,Geissberg – Burgruine Besserstein loop from Villigen,Intermediate,7.85 mi,"1,200 ft","1,200 ft",03:45,2.1 mph,2023-05-07_1109628326_GPX Download_ Geissberg – Burgruine Besserstein Runde von Villigen.gpx
https://www.komoot.com/smarttour/5491131,Aare – eifach es schöns Plätzli loop from Schinznach Bad,Intermediate,7.13 mi,150 ft,150 ft,02:56,2.4 mph,2023-05-07_1109628565_GPX Download_ Aare – eifach es schöns Plätzli Runde von Schinznach Bad.gpx
https://www.komoot.com/smarttour/12251848,Römerstrasse – Römische Gleisstrasse loop from Im Riemen,Intermediate,5.69 mi,675 ft,675 ft,02:36,2.2 mph,2023-05-07_1109633948_GPX Download_ Römerstrasse – Römische Gleisstrasse Runde von Im Riemen.gpx
https://www.komoot.com/smarttour/12244684,Gislifluh/Gisliflue – Gatter loop from Auenstein,Intermediate,5.22 mi,"1,125 ft","1,125 ft",02:38,2.0 mph,2023-05-07_1109634205_GPX Download_ Gislifluh_Gisliflue – Gatter Runde von Auenstein.gpx
